YYYYMMDD	Hour	Lat	Long	Course	PL	Distance	Ice_Log	URL_W	URL_E	Note	Ice_1	Ice_2	Orig Lat	Orig Long	Orig Course	DirM	DirT	Kts	Baro	Attd	Dry	Wet	Water	Weather	Clouds	Clear	Flora&Fauna	People	Ships	Other
1879-01-01	1	8.62	106.71	267.19		10.5		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0170.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0170.JPG	0120h: cc W b S (per standard)					W1/4S	23	25	27	30.07	78	75	70	76	bcmw	cum nimb	6				
1879-01-01	2	8.59	106.69			"6,4"		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0170.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0170.JPG						W b S	23	25	27	30.07	78	76	71	77	bcmw	cum nimb	4				
1879-01-01	3	8.54	106.50	258.75		10.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0170.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0170.JPG	 					W b S	34	36	24	30.07	77	74	70	78	bczw	cum nimb	6				
1879-01-01	4	8.48	106.32	258.75		10.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0170.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0170.JPG	 					W b S	34	36	24	30.07	78	75	70	78	bczw	cum nimb	2				
1879-01-01	5	8.48	106.14	278.44		9.7		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0170.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0170.JPG	 					W3/4N	45	47	24	30.07	77	76	70	78	bcz	cir cum nimb	3				
1879-01-01	6	8.48	105.96	278.44		9.7		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0170.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0170.JPG	 					W3/4N	45	47	24	30.06	77	76	70	79	bcz	cir cum nimb	4				
1879-01-01	7	8.48	105.78	278.44		9.7		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0170.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0170.JPG	 					W3/4N	45	47	27	30.06	79	78	71	79	bcz	cir cum nimb	0				
1879-01-01	8	8.49	105.60	278.44		9.7		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0170.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0170.JPG	8AM: Passage from Manila to Bangkok					W3/4N	45	47	27	30.10	79	78	72	79	bcz	cir cum nimb	6				
1879-01-01	9	8.49	105.41	278.44		10.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0170.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0170.JPG	0900h: cc N b N					W3/4N	45	47	19	30.11	79	77	72	79	bcz	cir cum strat	8				
1879-01-01	10	8.50	105.23	281.25		10.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0170.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0170.JPG	"1015h:  sighted low land on starboard bow 1045h sighted Pulo Obi one and a half points on Port bow, cc W1/2S"					W b N	360	2	19	30.13	78	77	72	79	bcz	cir cum strat	8				
1879-01-01	11	8.48	105.09	274		6.9		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0170.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0170.JPG	 					W1/2S	23	25	19	30.11	77	76	71	79	bcz	cir cum strat	8				
1879-01-01	12	8.43	104.90	264.38		10.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0170.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0170.JPG	1200h: North end of Pulo Obi bore (mag) W1/4N  1240h cc NW b W3/4W			8 26 27 N	104 54 20 E	W1/2S	23	25	19	30.10	78	77	72	79	bcz	cir cum strat	6				
1879-01-01	13	8.44	104.75	274		9.7		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0170.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0170.JPG	"1345h:  cc NNW7/8W, North end of Pulo Obi bearing (mag) ESE1/2E and Cambodia Point (mag) N b E3/4E"					W1/2S / NW b W3/4W	45	47	19	30.08	80	78	72	78	bc	cumnimb cum cir	6				
1879-01-01	14	8.52	104.65	304		8.7		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0170.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0170.JPG	 					NNW7/8W	349	351	24	30.05	80	77	71	79	bc	cum cumnimb	7				
1879-01-01	15	8.61	104.57	327.66		8.2		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0170.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0170.JPG	1515h: made false Pulo Obi 1525h Rocky Island					NNW7/8W	23	25	24	30.05	83	77	71	79	bc	cir cum	3				
1879-01-01	16	8.69	104.49	327.66		7.5		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0170.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0170.JPG	"1600h: lost sight of Pulo Obi Island astern, false Pulo Obi and Rocky Islands in sight on starboard beam"					NNW7/8W	23	25	24	30.05	82	77	71	79	bc	circum	3				
1879-01-01	17	8.78	104.41	327.66		8.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0170.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0170.JPG	 					NNW7/8W	23	25	24	30.04	80	78	71	80	bc	cir cum nimb strat	3				
1879-01-01	18	8.88	104.32	327.66		8.5		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0170.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0170.JPG	 					NNW7/8W	23	25	24	30.05	80	79	70	80	bc	cir cum nimb strat	2				
1879-01-01	19	8.97	104.24	327.66		8.5		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0170.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0170.JPG	 					NNW7/8W	23	25	24	30.08	80	80	70	80	bc	cir cum nimb strat	1				
1879-01-01	20	9.07	104.15	327.66		8.5		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0170.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0170.JPG	 					NNW7/8W	23	25	24	30.07	80	79	70	79	ocm	cir cum nimb strat	0				
1879-01-01	21	9.16	104.07	327.66		8.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0170.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0170.JPG	 					NNW7/8W	23	25	19	30.09	80	79	70	80	ocm	cum nimb	0				
1879-01-01	22	9.24	103.99	327.66		8.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0170.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0170.JPG	 					NNW7/8W	23	25	24	30.09	80	78	70	80	ocm	cum nimb	0				
1879-01-01	23	9.33	103.91	327.66		8.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0170.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0170.JPG	 					NNW7/8W	23	25	27	30.07	79	78	70	80	bc	cum nimb	3				
1879-01-01	24	9.42	103.82	327.66		8.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0170.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0170.JPG	 					NNW7/8W	23	25	27	30.05	79	77	69	79	bc	cum nimb	9				
1879-01-02	1	9.51	103.74	327.66		8.3		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0171.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0171.JPG	 					NNW7/8W	11	13	30	30.06	78	77	69	80	bc	strat	9				
1879-01-02	2	9.60	103.66	327.66		8.2		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0171.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0171.JPG	 					NNW7/8W	11	13	30	30.06	78	77	68	80	bc	strat nimb	8				
1879-01-02	3	9.69	103.57	327.66		8.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0171.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0171.JPG	 					NNW7/8W	11	13	33	30.05	78	77	68	80	bcz	strat nimb	4				
1879-01-02	4	9.79	103.49	327.66		8.8		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0171.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0171.JPG	 					NNW7/8W	11	13	30	30.04	78	77	68	80	oc	strat nimb	0				
1879-01-02	5	9.88	103.40	327.66		8.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0171.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0171.JPG	 					NNW7/8W	23	25	30	30.02	78	77	70	81	bc	cum nimb	1				
1879-01-02	6	9.97	103.32	327.66		8.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0171.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0171.JPG	"0615h:  sighted small island on starboard bow about the same time one on the port bow bearing NW(mag) and distant about 1.5 miles. Stopped. Started ahead slow 0655h: Depond Reef  Indonesia - Malaysia (South China Sea). 40. Indonesia - Philippines ... Were Depond Reef not a valid Cambodian basepoint, the equidistance ... https://www.durham.ac.uk/media/durham-university/research-/research-centres/ibru-centre-for-borders-research/maps-and-databases/publications-database/Maritime-Briefings-(Vol.-3-no.-1).pdf"					NNW7/8W	23	25	27	30.02	78	77	70	81	oc	cir cum nimb strat	0				
1879-01-02	7	10.06	103.24	329		8.1		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0171.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0171.JPG	"0710h: cc N 0720h cc N b E1/4E, several small islands in sight on both bows"					NNW7/8W	23	25	27	30.07	79	77	68	81	bc	cir cum strat	3				
1879-01-02	8	10.12	103.25	13		5.4		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0171.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0171.JPG	0800h: On passage from Manila to Bangkok					N / N b E1/4E	23	25	24	30.10	80	77	67	82	bc	cir cum strat	8				
1879-01-02	9	10.21	103.27	14.06		7.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0171.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0171.JPG	0900h: cc N					N / N b E1/4E	23	25	24	30.13	80	77	67	81	bc	cir cum strat	6				
1879-01-02	10	10.30	103.26	360		7.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0171.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0171.JPG	 					N	23	25	24	30.15	80	77	67	81	bc	cir cum strat	5				
1879-01-02	11	10.38	103.25	360		6.8		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0171.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0171.JPG	 					N	23	25	27	30.14	84	77	68	82	bcz	cir cum strat	4				
1879-01-02	12	10.48	103.24	360		7.2		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0171.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0171.JPG	"1200h: South end of Rong Sam Lom and Koh Rong Is in sight during watch on starboard beam 1200h: Koh Rong Sanloem, island in Sihanoukville, Cambodia"			10 28 33 N	103 14 32 E	N	23	25	27	30.14	84	78	68	82	bcz	cir cum strat	5				
1879-01-02	13	10.59	103.24	360		7.8		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0171.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0171.JPG	1330h: cc NNW1/4W					N	56	58	19	30.08	84	79	68	82	bcz	cir cum strat	6				
1879-01-02	14	10.70	103.20	348		7.4		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0171.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0171.JPG	 					NNW1/4W	56	58	13	30.07	82	80	69	82	bcz	cir cum strat	6				
1879-01-02	15	10.80	103.14	334.69		7.8		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0171.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0171.JPG	1515h: cc NW					NNW1/4W	56	58	13	30.04	82	81	70	82	bcz	cir cum strat	7				
1879-01-02	16	10.89	103.05	320		7.7		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0171.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0171.JPG	1600h: cc N1/4W					NW	315	317	8	30.05	87	79	68	81	bcz	cir cum strat	7				
1879-01-02	17	11.00	103.03	357.19		7.3		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0171.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0171.JPG	 					N1/4W	349	351	8	30.07	86	77	68	80	bc	cu strat	7				
1879-01-02	18	11.10	103.02	357.19		7.3		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0171.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0171.JPG	1800h: the SW end of Koh Kong bore (mag) N1/2E distant 7 miles at same time cc NW1/2N per standard compass					N1/4W	349	351	8	30.07	83	77	67	80	bc	cu strat	9				
1879-01-02	19	11.18	102.93	320.62		7.3		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0171.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0171.JPG	 					NW1/2N	349	351	13	30.10	82	78	69	80	bc	cu strat	9				
1879-01-02	20	11.27	102.85	320.62		7.3		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0171.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0171.JPG	 					NW1/2N	360	2	13	30.11	82	77	68	80	bc	cu strat	9				
1879-01-02	21	11.35	102.76	320.62		7.5		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0171.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0171.JPG	 					NW1/2N	360	2	13	30.11	79	77	69	79	bc	cu strat	9				
1879-01-02	22	11.43	102.67	320.62		7.5		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0171.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0171.JPG	2200h: cc NW					NW1/2N	360	2	13	30.11	78	77	69	79	bc	cu strat	9				
1879-01-02	23	11.51	102.57	315		7.5		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0171.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0171.JPG	"2330h: south end of Koh Kut bore (mag) E and SW end bore (mag) N, cc NW b N 2330h: Ko Kut, also known as Koh Kood, is an island in the Gulf of Thailand."					NW	360	2	8	30.11	78	77	69	79	bc	cu strat	9				
1879-01-02	24	11.60	102.47	309		8.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0171.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0171.JPG	 					NW b W	360	2	8	30.09	79	78	70	79	bc	cu strat	9				
1879-01-03	1	11.66	102.34	303.75		8.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0172.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0172.JPG	 					NW b W	360	2	8	30.11	79	77	69	79	bc	strat	9				
1879-01-03	2	11.73	102.21	303.75		8.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0172.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0172.JPG	 					NW b W	360	2	8	30.08	78	77	69	79	bc	strat	9				
1879-01-03	3	11.79	102.09	303.75		8.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0172.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0172.JPG	 					NW b W	360	2	13	30.05	78	76	68	79	bc	strat	9				
1879-01-03	4	11.85	101.96	303.75		8.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0172.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0172.JPG	 					NW b W	360	2	21	30.04	77	75	67	79	bc	strat	9				
1879-01-03	5	11.92	101.83	303.75		8.1		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0172.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0172.JPG	 					NW b W	360	2	24	30.06	78	75	67	78	bc	strat	9				
1879-01-03	6	11.98	101.70	303.75		8.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0172.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0172.JPG	 					NW b W	360	2	24	30.06	78	75	67	79	bc	strat	9				
1879-01-03	7	12.05	101.57	303.75		8.3		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0172.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0172.JPG	 					NW b W	360	2	30	30.05	76	74	66	79	bc	strat	9				
1879-01-03	8	12.11	101.43	303.75		8.5		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0172.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0172.JPG	 					NW b W	360	2	30	30.05	76	76	66	80	bc	strat	9				
1879-01-03	9	12.18	101.30	303.75		8.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0172.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0172.JPG	 					NW b W	360	2	24	30.14	77	70	66	79	bcz	cir strat	9				
1879-01-03	10	12.24	101.17	303.75		8.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0172.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0172.JPG	1025h: sighted Koh Chuen Island three points on starboard bow 1040h cc NW b N 1050h cc NNW					NW b W	360	2	24	30.16	80	72	66	79	bcz	cir strat	9				
1879-01-03	11	12.32	101.06	313		7.8		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0172.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0172.JPG	 					NNW	349	351	16	30.15	80	73	64	79	bcz	cir strat	9				
1879-01-03	12	12.43	101.00	340.31		8.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0172.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/ashuelot-vol38of46/ashuelot-vol38of46_0172.JPG	1200h:  Hin Chalan bore (mag) NW7/8N distant 2.25 miles			12 25 47 N	101 3 32 E	N b W3/4W	349	351	13	30.14	80	74	65	79	bcz	cir strat	9				
