YYYYMMDD	Hour	Lat	Long	Course	PL	Distance	Ice_Log	URL_W	Url_E	Note	Ice_1	Ice_2	Orig Lat	Orig Lon	Orig Course	DirM	DirT	Kts	Baro	Dry	Wet	Water	Weather	Clouds	From	Amount	VisM	Ships	Other
1930-09-01	1	23.1	113.24	131		a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/helena-b11of14/helena-b11of14_0349.JPG	 				23.1	113.24	131	180	179	1	29.72	83	80		bc	cicu	135	4	15	USS Mindanao	
1930-09-01	2	23.1	113.24	130		a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/helena-b11of14/helena-b11of14_0349.JPG	 				23.1	113.24	130	180	179	1	29.72	82	80		bc	ci	135	4	15	HMS Moorhen	
1930-09-01	3	23.1	113.24	130		a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/helena-b11of14/helena-b11of14_0349.JPG	 				23.1	113.24	130	180	179	1	29.72	81	79		bc	ci	157.5	4	20		
1930-09-01	4	23.1	113.24	130		a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/helena-b11of14/helena-b11of14_0349.JPG	 				23.1	113.24	130	180	179	1	29.73	81	78		bc	ci	157.5	5	20		
1930-09-01	5	23.1	113.24	130		a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/helena-b11of14/helena-b11of14_0349.JPG	 				23.1	113.24	130	180	179	1	29.75	81	78		bc	ci	157.5	5	20		
1930-09-01	6	23.1	113.24	131		a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/helena-b11of14/helena-b11of14_0349.JPG	 				23.1	113.24	131	180	179	1	29.75	81	79		bc	ci	157.5	5	20		
1930-09-01	7	23.1	113.24	131		a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/helena-b11of14/helena-b11of14_0349.JPG	 				23.1	113.24	131	180	179	1	29.75	81	79		bc	ci	157.5	5	20		
1930-09-01	8	23.1	113.24	130		a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/helena-b11of14/helena-b11of14_0349.JPG	 				23.1	113.24	130	180	179	2	29.75	84	80		bc	ci	157.5	5	20		
1930-09-01	9	23.1	113.24	130		a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/helena-b11of14/helena-b11of14_0349.JPG	 				23.1	113.24	130	180	179	2	29.77	85	81		bc	ci	180	5	30		
1930-09-01	10	23.1	113.24	130		a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/helena-b11of14/helena-b11of14_0349.JPG	 				23.1	113.24	130	180	179	2	29.77	87	83		bc	cicu	180	5	30		
