YYYYMMDD	Hour	Lat	Long	Course	PL	Distance	Ice_Log	URL_W	URL_E	Note	Ice_1	Ice_2	Orig Lat	Orig Lon	Orig Course	DirM	DirT	Kts	Baro	Dry	Water	Weather	Flora&Fauna	People	Other
1860-01-01	18	-7.74	12.25	124		7.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-121.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-121.JPG	 					sexe	203	183	8	29.90	78	77	bc			
1860-01-01	19	-7.76	12.37	124		7.5		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-121.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-121.JPG	 					sexe	203	183	8				bc			
1860-01-01	20	-7.79	12.51	124		8.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-121.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-121.JPG	 					sexe	203	183	8	29.90	78	77	bc			
1860-01-01	21	-7.81	12.62	124		7.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-121.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-121.JPG	 					sexe	203	183	8				bc			
1860-01-01	22	-7.82	12.73	124		7.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-121.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-121.JPG	 					sexe	203	183	13	29.93	78	75	bc			
1860-01-01	23	-7.83	12.82	124		5.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-121.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-121.JPG	 					sexe	203	183	8				bc			
1860-01-01	24	-7.84	12.87	124		3.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-121.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-121.JPG	 					sexe	203	183	5	29.95	79	75	bc			
1860-01-02	1	-7.84	12.91	124		2.5		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-122.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-122.JPG	 					sexe	180	160	2				bc			
1860-01-02	2	-7.85	12.89	248		1.5		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-122.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-122.JPG	 					wsw	158	138	2	29.94	78	72	bc			
1860-01-02	3	-7.84	12.87	270		1.5		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-122.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-122.JPG	 					w	135	115	2				bc			
1860-01-02	4	-7.85	12.83	270		2.5		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-122.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-122.JPG	 					w	180	160	8	29.92	78	73	bc			
1860-01-02	5	-7.87	12.81	236		2.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-122.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-122.JPG	 					swxw	135	115	5				bc			
1860-01-02	6	-7.84	12.84	84		2.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-122.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-122.JPG	 					e1/2n	152	132	5	29.92	78	74	bc			
1860-01-02	7	-7.79	12.87	56		3.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-122.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-122.JPG	 					nexe	124	104	5				bc			
1860-01-02	8	-7.82	12.88	180		2.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-122.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-122.JPG	0800: Ambrize brg E1/2N dist 6 mi.					s	113	93	5	29.94	78	73	bc			
1860-01-02	9	-7.85	12.89	180		2.5		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-122.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-122.JPG	 					s	113	93	5	29.94	77	74	bc			
1860-01-02	10	-7.86	12.90	180		1.5		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-122.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-122.JPG	 					s	113	93	2	29.94	77	75	bc			
1860-01-02	11	-7.86	12.90	214		0.5		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-122.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-122.JPG	 					swxs	888	888	2				bc			
1860-01-02	12	-7.85	12.90			0.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-122.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-122.JPG	 			7 51S	121 54E	swxs	888	888		29.94	77	76	bc			
1860-01-02	13	-7.84	12.90			0.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-122.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-122.JPG	 					swxs							bc			
1860-01-02	14	-7.84	12.91			0.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-122.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-122.JPG	 					swxs				29.94	78	79	bc			
1860-01-02	15	-7.85	12.93	158		1.5		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-122.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-122.JPG	 					sse	270	250	2	29.90	78	79	bc			
1860-01-02	16	-7.88	12.94	180		2.5		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-122.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-122.JPG	 					s	270	250	2	29.88	79	79	bc			
1860-01-02	17	-7.91	12.96	180		2.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-122.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-122.JPG	 					s	270	250	2				bc			
1860-01-02	18	-7.95	12.98	180		3.5		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-122.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-122.JPG	 					s	270	250	2	29.90	79	76	bc			
1860-01-02	19	-8.00	12.99	191		3.5		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-122.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-122.JPG	 					sxw	259	239	2				bc			
1860-01-02	20	-8.06	13.00	191		3.5		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-122.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-122.JPG	 					sxw	259	239	2	29.92	79	76	bc			
1860-01-02	21	-8.10	13.02	191		3.3		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-122.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-122.JPG	 					sxw	270	250	5				bc			
1860-01-02	22	-8.15	13.03	191		3.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-122.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-122.JPG	 					sxw			5	29.94	79	76	bc			
1860-01-02	23	-8.20	13.04	191		3.5		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-122.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-122.JPG	 					sxw			5				bc			
1860-01-02	24	-8.24	13.05	191		3.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-122.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-122.JPG	 					sxw			5	29.94	79	76	bc			
1860-01-03	1	-8.27	13.06	191		2.5		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-122.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-122.JPG	 					sxw	270	250	2				o			
1860-01-03	2	-8.28	13.06	191		1.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-122.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-122.JPG	 					sxw	180	160	2	29.94	79	76	o			
1860-01-03	3	-8.31	13.05	225		2.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-122.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-122.JPG	 					sw	158	138	2				o			
1860-01-03	4	-8.32	13.04	225		1.5		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-122.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-122.JPG	 					sw	158	138	2	29.94	80	76	o			
1860-01-03	5	-8.35	13.03	225		2.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-122.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-122.JPG	 					sw	158	138	5				or			
1860-01-03	6	-8.38	13.02	228		2.5		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-122.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-122.JPG	 					sw1/4w	158	138	5	29.95	77	77	or			
1860-01-03	7	-8.41	13.00	225		3.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-122.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-122.JPG	 					sw	158	138	5				or			
1860-01-03	8	-8.46	12.99	214		3.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-122.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-122.JPG	 					swxs	146	126	5	29.97	77	77	or			
1860-01-03	9	-8.49	12.97	231		3.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-122.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-122.JPG	 					sw1/2w	163	143	5	29.96	78	77	or			
1860-01-03	10	-8.50	12.98	160		0.9		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-122.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-122.JPG	 					"sw1/2w,e"	163	143	5	29.97	78	78	or			
1860-01-03	11	-8.48	13.02	96		2.5		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-122.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-122.JPG	 					e1/2s	163	143	5				or			
1860-01-03	12	-8.47	13.05	96		1.5		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-122.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-122.JPG	 			8 28S	13 3E	e1/2s	163	143	2	29.92	79	77	or			
1860-01-03	13	-8.45	13.06	79		1.5		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-122.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-122.JPG	 					exn	158	138	2				0			
1860-01-03	14	-8.44	13.09	90		2.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-122.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-122.JPG	 					e	158	138	2	29.90	78	78	0			
1860-01-03	15	-8.46	13.13	129		3.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-122.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-122.JPG	 					se1/2e	203	183	2	29.90	78	78	0			
1860-01-03	16	-8.48	13.16	146		2.5		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-122.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-122.JPG	 					sexs	225	205	2	29.90	78	77	od			
1860-01-03	17	-8.52	13.17	169		2.5		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-122.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-122.JPG	 					sxe	236	216	2				od			
1860-01-03	18	-8.53	13.17	169		1.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-122.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-122.JPG	"1823: At sunset Posn: -8.5410, 13.1706. Ponta do Dande brg E1/4N , Farol das Lagostas brg SxE Mag."					sxe	236	216	2	29.87	77	74	od			
1860-01-03	19	-8.54	13.17	163		0.5		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-122.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-122.JPG	 					sxe1/2e	225	205	2				od			
1860-01-03	20	-8.55	13.18	163		1.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-122.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-122.JPG	 					sxe1/2e	225	205	2	29.89	77	74	od			
1860-01-03	21	-8.56	13.19	158		0.5		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-122.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-122.JPG	 					sse	180	160	2				oc			
1860-01-03	22	-8.58	13.21	158		2.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-122.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-122.JPG	 					sse	180	160	2	29.90	78	74	oc			
1860-01-03	23	-8.62	13.24	158		3.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-122.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-122.JPG	 					sse	180	160	2				oc			
1860-01-03	24	-8.67	13.27	169		3.5		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-122.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-09/581208-portsmouth-014/581208-portsmouth-014-122.JPG	 					sxe	236	216	2	29.92	78	74	oc			
