YYYYMMDD	Hour	Lat	Long	Course	PL	Distance	Ice_Log	URL_W	URL_E	Note	Ice_1	Ice_2	Orig Lat	Orig Lon	Orig Course	DirT	Kts	Baro	Dry	Wet	Water	Weather	Clouds	From	Amount	VisM	Ships	Other
1945-01-01	1	51.86	-176.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0005.JPG	": Dock #9, Adak, Alaska"																		
1945-01-01	2	51.86	-176.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0005.JPG	 																		
1945-01-01	3	51.86	-176.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0005.JPG	 																		
1945-01-01	4	51.86	-176.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0005.JPG	 						270	5	29.44	32			c	oc-ac		8	4		
1945-01-01	5	51.86	-176.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0005.JPG	 																		
1945-01-01	6	51.86	-176.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0005.JPG	 																		
1945-01-01	7	51.86	-176.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0005.JPG	 																		
1945-01-01	8	51.86	-176.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0005.JPG	 						225	5	29.54	32			bc	cc-ci		2	7		
1945-01-01	9	51.86	-176.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0005.JPG	 																		
1945-01-01	10	51.86	-176.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0005.JPG	 																		
1945-01-01	11	51.86	-176.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0005.JPG	 																		
1945-01-01	12	51.86	-176.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0005.JPG	 			51 51N	176 39W		0	0	29.59	32			o	ns-sc		10	4		
1945-01-01	13	51.86	-176.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0005.JPG	 																		
1945-01-01	14	51.86	-176.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0005.JPG	 																		
1945-01-01	15	51.86	-176.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0005.JPG	 																		
1945-01-01	16	51.86	-176.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0005.JPG	 						225	5	29.65	37			c	sc		7	20		
1945-01-01	17	51.86	-176.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0005.JPG	 																		
1945-01-01	18	51.86	-176.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0005.JPG	 																		
1945-01-01	19	51.86	-176.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0005.JPG	 																		
1945-01-01	20	51.86	-176.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0005.JPG	 						225	2	29.69	29			bc	none		0	7		
1945-01-01	21	51.86	-176.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0005.JPG	 																		
1945-01-01	22	51.86	-176.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0005.JPG	 																		
1945-01-01	23	51.86	-176.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0005.JPG	 																		
1945-01-01	24	51.86	-176.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0005.JPG	 						225	2	29.72	29			bc	none		0	7		
1945-01-02	1	51.86	-176.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0006.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0006.JPG	 																		
1945-01-02	2	51.86	-176.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0006.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0006.JPG	 																		
1945-01-02	3	51.86	-176.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0006.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0006.JPG	 																		
1945-01-02	4	51.86	-176.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0006.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0006.JPG	 						0	0	29.71	22			bc	ci		1	7		
1945-01-02	5	51.86	-176.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0006.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0006.JPG	 																		
1945-01-02	6	51.86	-176.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0006.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0006.JPG	 																		
1945-01-02	7	51.86	-176.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0006.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0006.JPG	 																		
1945-01-02	8	51.86	-176.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0006.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0006.JPG	 						202.5	2	29.71	21			bc	ci		1	7		
1945-01-02	9	51.86	-176.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0006.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0006.JPG	 																		
1945-01-02	10	51.86	-176.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0006.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0006.JPG	 																		
1945-01-02	11	51.86	-176.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0006.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0006.JPG	 																		
1945-01-02	12	51.86	-176.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0006.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0006.JPG	 			51 51N	176 39W		90	5	29.70	26			cqs	si-sc		6	20		
1945-01-02	13	51.86	-176.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0006.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0006.JPG	 																		
1945-01-02	14	51.86	-176.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0006.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0006.JPG	 																		
1945-01-02	15	51.86	-176.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0006.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0006.JPG	 																		
1945-01-02	16	51.86	-176.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0006.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0006.JPG	 						90	2	29.68	40			c	oc		7	20		
1945-01-02	17	51.86	-176.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0006.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0006.JPG	 																		
1945-01-02	18	51.86	-176.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0006.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0006.JPG	 																		
1945-01-02	19	51.86	-176.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0006.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0006.JPG	 																		
1945-01-02	20	51.86	-176.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0006.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0006.JPG	 						90	2	29.66	40			c	sc		7	7		
1945-01-02	21	51.86	-176.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0006.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0006.JPG	 																		
1945-01-02	22	51.86	-176.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0006.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0006.JPG	 																		
1945-01-02	23	51.86	-176.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0006.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0006.JPG	 																		
1945-01-02	24	51.86	-176.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0006.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0006.JPG	 						90	8	29.64	40			o	sc		10	7		
1945-01-03	1	51.86	-176.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0007.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0007.JPG	 																		
1945-01-03	2	51.86	-176.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0007.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0007.JPG	 																		
1945-01-03	3	51.86	-176.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0007.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0007.JPG	 																		
1945-01-03	4	51.86	-176.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0007.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0007.JPG	 						45	2	29.61	36			c	sc-ns		7	2		
1945-01-03	5	51.86	-176.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0007.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0007.JPG	 																		
1945-01-03	6	51.86	-176.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0007.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0007.JPG	 																		
1945-01-03	7	51.86	-176.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0007.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0007.JPG	 																		
1945-01-03	8	51.86	-176.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0007.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0007.JPG	 						90	8	29.48	36			o	ns		10	2		
1945-01-03	9	51.86	-176.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0007.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0007.JPG	 																		
1945-01-03	10	51.86	-176.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0007.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0007.JPG	 																		
1945-01-03	11	51.86	-176.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0007.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0007.JPG	 																		
1945-01-03	12	51.86	-176.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0007.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0007.JPG	 			51 51N	176 39W		90	8	29.42	37			os	sc-st		10	4		
1945-01-03	13	51.86	-176.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0007.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0007.JPG	 																		
1945-01-03	14	51.86	-176.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0007.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/34/4315/24431534/content/dc-metro/rg-026/587169/0001-A1/Onondaga-WPG-79-1945/Onondaga-WPG-79-1945_0007.JPG	 																		
