YYYYMMDD	Hour	Lat	Long	Course	PL	Distance	Ice_Log	URL_W	URL_E	Note	Ice_1	Ice_2	Orig Lat	Orig Long	Orig Course	DirM	DirT	Kts	Baro	Dry	Water	Weather	Flora&Fauna	People	Ships	Other
1866-10-30	21	6.59	78.98	112.5		4.8		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-064.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-064.JPG	 						0	0	0								
1866-10-30	22	6.57	79.05	112.5		4.8		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-064.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-064.JPG	 						0	0	0				84				
1866-10-30	23	6.55	79.12	112.5		4.8		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-064.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-064.JPG	 						0	0	0								
1866-10-30	24	6.53	79.19	112.5		4.8		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-064.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-064.JPG	 						0	0	0	30.02	84	83					
1866-10-31	1	6.51	79.26	112.5		5.3		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-064.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-064.JPG	 					ese	360	360	2				bc				
1866-10-31	2	6.50	79.32	112.5		4.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-064.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-064.JPG	 					ese	360	360	2		82		oqr				
1866-10-31	3	6.48	79.39	112.5		5.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-064.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-064.JPG	 					ese	360	360	2		79		dl				
1866-10-31	4	6.45	79.48	112.5		5.5		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-064.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-064.JPG	 					ese	0	0	0				o				
1866-10-31	5	6.43	79.55	112.5		5.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-064.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-064.JPG	 					ese	270	270	2	29.93	79		bc				
1866-10-31	6	6.44	79.54			0.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-064.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-064.JPG	 					ese	270	270	2				bc				
1866-10-31	7	6.41	79.63	112.5		6.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-064.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-064.JPG	 					ese	45	45	2		79		bc				
1866-10-31	8	6.37	79.75	112.5		8.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-064.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-064.JPG	 					ese	135	135	2				bc				
1866-10-31	9	6.30	79.85	132.19		8.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-064.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-064.JPG	 					se1/4e	135	135	2		80	84	bc				
1866-10-31	10	6.21	79.93	137.81		8.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-064.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-064.JPG	 					se1/4s	180	180	5		81		bc				
1866-10-31	11	6.13	80.03	129.38		8.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-064.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-064.JPG	 					sexe1/2s	225	225	8				bc				
1866-10-31	12	6.03	80.10	146.25		8.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-064.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-064.JPG	 					sexs	248	248	8		81		bc				
1866-10-31	13	5.97	80.23	118.12		9.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-064.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-064.JPG	 					sexe1/2e											
1866-10-31	14	6.01	80.22	118.12		8.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-064.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-064.JPG	"1410: Anchored. Brgs: LH S41W; Edwards Pillar S5E; White Tower S39E; Signal Stn S61W. 6.02995, 80.22363"					v											
1866-10-31	15	6.03	80.22	118.12		1.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-064.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-064.JPG	 					v											
1866-10-31	16	6.03	80.22			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-064.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-064.JPG	 																
1866-10-31	17	6.03	80.22			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-064.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-064.JPG	 																
1866-10-31	18	6.03	80.22			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-064.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-064.JPG	 																
1866-10-31	19	6.03	80.22			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-064.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-064.JPG	 																
1866-10-31	20	6.03	80.22			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-064.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-064.JPG	 																
1866-10-31	21	6.03	80.22			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-064.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-064.JPG	 																
1866-10-31	22	6.03	80.22			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-064.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-064.JPG	 																
1866-10-31	23	6.03	80.22			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-064.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-064.JPG	 																
1866-10-31	24	6.03	80.22			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-064.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-064.JPG	 																
1866-11-01	1	6.03	80.22			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-065.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-065.JPG	 						888	888	2				o				
1866-11-01	2	6.03	80.22			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-065.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-065.JPG	 						888	888	2		76		bc				
1866-11-01	3	6.03	80.22			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-065.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-065.JPG	 						315	315	2				bc				
1866-11-01	4	6.03	80.22			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-065.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-065.JPG	 						315	315	2	29.99	75		oc				
1866-11-01	5	6.03	80.22			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-065.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-065.JPG	 						360	360	2				oc				
1866-11-01	6	6.03	80.22			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-065.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-065.JPG	 						338	338	2				bc				
1866-11-01	7	6.03	80.22			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-065.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-065.JPG	 						338	338	2				bc				
1866-11-01	8	6.03	80.22			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-065.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-065.JPG	 						0	0	0	30.00	80		o				
1866-11-01	9	6.03	80.22			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-065.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-065.JPG	 						270	270	5				c				
1866-11-01	10	6.03	80.22			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-065.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-065.JPG	 						270	270	5		83		cr				
1866-11-01	11	6.03	80.22			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-065.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-065.JPG	 						270	270	5				c				
1866-11-01	12	6.03	80.22			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-065.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-065.JPG	"Noon: Pointe de Galle Harbour, Ceylon"						270	270	5	29.99	83		c				
1866-11-01	13	6.03	80.22			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-065.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-065.JPG	 						270	270	8				e				
1866-11-01	14	6.03	80.22			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-065.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-065.JPG	 						270	270	8		83		ocd				
1866-11-01	15	6.03	80.22			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-065.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-065.JPG	 						270	270	5				bc				
1866-11-01	16	6.03	80.22			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-065.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-065.JPG	 						270	270	5	29.90	84		bc				
1866-11-01	17	6.03	80.22			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-065.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-065.JPG	 						270	270	5				c				
1866-11-01	18	6.03	80.22			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-065.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-065.JPG	 						45	45	8		80		or				
1866-11-01	19	6.03	80.22			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-065.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-065.JPG	 						45	45	5				cd				
1866-11-01	20	6.03	80.22			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-065.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-065.JPG	 						45	45	5	29.98	80		or				
1866-11-01	21	6.03	80.22			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-065.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-065.JPG	 						180	180	2				o				
1866-11-01	22	6.03	80.22			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-065.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-065.JPG	 						180	180	2		78		o				
1866-11-01	23	6.03	80.22			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-065.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-065.JPG	 						225	225	2				o				
1866-11-01	24	6.03	80.22			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-065.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-065.JPG	 						225	225	2	29.97	77		o				
1866-11-02	1	6.03	80.22			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-065.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-065.JPG	 						180	180	2				om				
1866-11-02	2	6.03	80.22			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-065.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-065.JPG	 						180	180	2		76		om				
1866-11-02	3	6.03	80.22			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-065.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-065.JPG	 						180	180	2				om				
1866-11-02	4	6.03	80.22			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-065.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-065.JPG	 						180	180	2	29.95	77		om				
1866-11-02	5	6.03	80.22			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-065.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-065.JPG	 						315	315	2				om				
1866-11-02	6	6.03	80.22			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-065.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-065.JPG	 						315	315	2		79		om				
1866-11-02	7	6.03	80.22			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-065.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-065.JPG	 						315	315	2				om				
1866-11-02	8	6.03	80.22			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-065.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-065.JPG	 						315	315	2	30.03	80		om				
1866-11-02	9	6.03	80.22			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-065.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-065.JPG	 						315	315	5				bc				
1866-11-02	10	6.03	80.22			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-065.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-065.JPG	 						315	315	5		84		bc				
1866-11-02	11	6.03	80.22			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-065.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-065.JPG	 						315	315	5				bc				
1866-11-02	12	6.03	80.22			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-065.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-065.JPG	"Noon: Pointe de Galle Harbour, Ceylon"						315	315	5	29.97	85		bc				
1866-11-02	13	6.03	80.22			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-065.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-065.JPG	 						225	225	8				bc				
1866-11-02	14	6.03	80.22			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-065.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-065.JPG	 						225	225	13		85		bc				
1866-11-02	15	6.03	80.22			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-065.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-065.JPG	 						225	225	13				bc				
1866-11-02	16	6.03	80.22			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-065.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-065.JPG	 						225	225	13	29.90	84		bc				
1866-11-02	17	6.03	80.22			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-065.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-065.JPG	 						315	315	5				bc				
1866-11-02	18	6.03	80.22			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-065.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-065.JPG	 						315	315	5		84		bc				
1866-11-02	19	6.03	80.22			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-065.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-065.JPG	 						315	315	5				bc				
1866-11-02	20	6.03	80.22			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-065.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-065.JPG	 						315	315	5	29.98	83		bc				
1866-11-02	21	6.03	80.22			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-065.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-065.JPG	 						270	270	2				bc				
1866-11-02	22	6.03	80.22			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-065.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-065.JPG	 						270	270	2		83		bc				
1866-11-02	23	6.03	80.22			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-065.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-065.JPG	 						270	270	2				bc				
1866-11-02	24	6.03	80.22			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-065.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-065.JPG	 						270	270	2	29.95	83		bc				
1866-11-03	1	6.03	80.22			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-066.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-shenandoah-005/581208-shenandoah-005-066.JPG	 						315	315	2				bc				
