YYYYMMDD	Hour	Lat	Long	Course	PL	Distance	Ice_Log	URL_W	URL_E	Note	Ice_1	Ice_2	Orig Lat	Orig Lon	Orig Course	DirT	Kts	Baro	Dry	Wet	Water	Weather	Clouds	From	Amount	VisM	Ships
1941-06-22	1	51.68	-129.78	316	 	14.0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0061.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0062.JPG	 					316	315	5	29.88	57	55		o	Scu		10	20	
1941-06-22	2	51.84	-130.04	316	 	14.0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0061.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0061.JPG	0200: 343					343	315	5	29.88	57	55		o	Scu		10	20	
1941-06-22	3	52.07	-130.15	343	 	14.0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0061.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0061.JPG	 					343	315	5	29.87	56	55		o	Scu		10	20	
1941-06-22	4	52.29	-130.27	343	 	14.0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0061.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0061.JPG	0400: 341 T Determined gyro compass error as 2 deg west by an azimuth of the sun.					343	315	5	29.87	56	55		bc	Scu		7	20	
1941-06-22	5	52.51	-130.38	343	 	14.0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0061.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0061.JPG	 					343	326.25	5	29.86	56	55		c	A-Cu		7	20	
1941-06-22	6	52.74	-130.49	343	 	14.0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0061.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0061.JPG	 					343	326.25	5	29.86	57	56		c	A-Cu		7	20	
1941-06-22	7	52.96	-130.60	343	 	14.0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0061.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0061.JPG	 					343	326.25	5	29.85	59	56		bc	CiCu		6	20	
1941-06-22	8	53.18	-130.72	343	 	14.0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0061.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0061.JPG	 			53 11N	130 43W	343	326.25	5	29.85	59	57		c	CiCu		6	20	
1941-06-22	9	53.38	-130.87	343	 	14.0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0061.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0061.JPG	 					343	0	0	29.84	68	63		c	CiCu		7	20	
1941-06-22	10	53.57	-131.03	343	 	14.0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0061.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0061.JPG	1000: 348					348	0	0	29.82	75	67		c	CiCu		7	20	
1941-06-22	11	53.77	-131.15	348	 	14.0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0061.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0061.JPG	1138: 343					348	270	2	29.81	75	66		c	A-Cu		6	7	
1941-06-22	12	53.97	-131.28	346	 	14.0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0061.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0061.JPG	 			53 58N	131 17W	343	270	2	29.80	75	66		c	A-Cu		6	20	
1941-06-22	13	54.18	-131.43	343	 	14.0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0061.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0061.JPG	1310: Overfall Shoal gas and whistle buoy abeam to port dist .3 mi 1310: 338					343	270	2	29.81	68	63		c	A-Cu		6	20	
1941-06-22	14	54.38	-131.59	339	 	14.0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0061.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0061.JPG	 					338	360	5	29.81	65	61		bc	CiS		6	20	
1941-06-22	15	54.58	-131.77	338	 	14.0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0061.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0061.JPG	1515: cc 01.					338	315	5	29.80	64	59		bc	CiS		6	20	
1941-06-22	16	54.80	-131.83	355	 	13.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0061.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0061.JPG	"1607: 22 1623: Cape Chacon abeam to port, dist 6 mi"					1	315	2	29.78	64	60		bc	CiS		6	20	
1941-06-22	17	55.00	-131.72	20	 	13.9		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0061.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0061.JPG	"1725: Point McCartey abeam to port, dist .5 mi 1725: 10 1734: Various courses in Nichols Passage"					23	348.75	2	29.77	70	66		c	CiS		7	20	
1941-06-22	18	55.19	-131.64	888	 	13.0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0061.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0061.JPG	"1827: Various courses entering Tongass Narrows 1849: Moored. Coast Guard Depot, Ketchikan Alaska"						135	2	29.77	70	66		c	CiS		8	20	
1941-06-22	19	55.33	-131.63	888	 	9.0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0061.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0061.JPG	 						135	2	29.77	70	64		c	A-Cu		8	20	
1941-06-22	20	55.33	-131.63		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0061.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0061.JPG	 						135	2	29.77	70	63		c	A-Cu		8	20	
1941-06-22	21	55.33	-131.63		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0061.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0061.JPG	 																	
1941-06-22	22	55.33	-131.63		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0061.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0061.JPG	 																	
1941-06-22	23	55.33	-131.63		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0061.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0061.JPG	 																	
1941-06-22	24	55.33	-131.63		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0061.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0061.JPG	 						135	2	29.89	60	68		o	N		10	20	
1941-06-23	1	55.33	-131.63		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0063.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0064.JPG	 																	
1941-06-23	2	55.33	-131.63		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0063.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0063.JPG	 																	
1941-06-23	3	55.33	-131.63		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0063.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0063.JPG	 																	
1941-06-23	4	55.33	-131.63		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0063.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0063.JPG	 						157.5	5	29.85	58	56		or	N		10	4	
1941-06-23	5	55.33	-131.63		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0063.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0063.JPG	 																	
1941-06-23	6	55.33	-131.63		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0063.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0063.JPG	 																	
1941-06-23	7	55.33	-131.63		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0063.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0063.JPG	 																	
1941-06-23	8	55.33	-131.63		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0063.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0063.JPG	 						157.5	2	29.88	57	56		or	N		10	4	
1941-06-23	9	55.33	-131.63		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0063.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0063.JPG	 																	
1941-06-23	10	55.33	-131.63		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0063.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0063.JPG	 																	
1941-06-23	11	55.33	-131.63		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0063.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0063.JPG	 																	
1941-06-23	12	55.33	-131.63		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0063.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0063.JPG	Noon: Ketchikan						157.5	2	29.89	58	57		or	N		10	4	
1941-06-23	13	55.33	-131.63		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0063.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0063.JPG	 																	
1941-06-23	14	55.33	-131.63		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0063.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0063.JPG	1414: Got Underway. in  Ketchikan Harbor at various courses 1420: Moored. to oil barge																	
1941-06-23	15	55.35	-131.69	888	 	3.0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0063.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0063.JPG	"1504: Got Underway. in Ketchikan Harbor at various courses 1520: Moored. city dock float, Ketchikan"																	
1941-06-23	16	55.35	-131.69		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0063.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0063.JPG	 						157.5	5	29.91	58	57		or	N		10	4	
1941-06-23	17	55.35	-131.69		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0063.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0063.JPG	 																	
1941-06-23	18	55.35	-131.69		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0063.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0063.JPG	 																	
1941-06-23	19	55.35	-131.69		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0063.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0063.JPG	 																	
1941-06-23	20	55.35	-131.69		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0063.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0063.JPG	 						157.5	5	29.91	56	55		or	N		10	4	
1941-06-23	21	55.35	-131.69		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0063.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0063.JPG	 																	
1941-06-23	22	55.35	-131.69		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0063.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0063.JPG	 																	
1941-06-23	23	55.35	-131.69		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0063.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0063.JPG	 																	
1941-06-23	24	55.35	-131.69		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0063.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0063.JPG	 						135	2	29.89	57	56		or	N		10	4	
1941-06-24	1	55.35	-131.69		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0065.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0066.JPG	 																	
1941-06-24	2	55.35	-131.69		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0065.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0065.JPG	 																	
1941-06-24	3	55.35	-131.69		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0065.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0065.JPG	 																	
1941-06-24	4	55.35	-131.69		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0065.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0065.JPG	 						135	5	29.85	56	55		or	N		10	7	
1941-06-24	5	55.35	-131.69		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0065.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0065.JPG	 																	
1941-06-24	6	55.35	-131.69		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0065.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0065.JPG	 																	
1941-06-24	7	55.35	-131.69		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0065.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0065.JPG	 																	
1941-06-24	8	55.35	-131.69		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0065.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0065.JPG	8AM: Ketchikan						135	2	29.85	56	55		or	N		10	7	
1941-06-24	9	55.35	-131.69		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0065.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0065.JPG	 																	
1941-06-24	10	55.35	-131.69		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0065.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0065.JPG	 																	
1941-06-24	11	55.35	-131.69		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0065.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0065.JPG	 																	
1941-06-24	12	55.35	-131.69		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0065.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0065.JPG	1210: Got Underway. Various courses through Tongass Narrows and Nichols Passage. Noon: Ketchikan						135	2	29.85	59	56		or	N		10	7	
1941-06-24	13	55.25	-131.63	888	 	5.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0065.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0065.JPG	 					v	180	2	29.85	61	58		or	N		10	20	
1941-06-24	14	55.10	-131.70	888	 	10.0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0065.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0065.JPG	"1407: Point McCartey abeam to starboard dist 1.0 miles, bearing 261 T. cc 198 T"					v	180	5	29.83	61	58		or	N		10	20	
1941-06-24	15	54.93	-131.82	199	 	11.6		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0065.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/96/6742/23674296/content/dc-metro/rg-026/585454/0002/Atalanta-1941-06/Atalanta-1941-06-0065.JPG	 					199	180	5	29.83	60	58		or	N		10	20	
