YYYYMMDD	Hour	Lat	Long	Course	PL	Distance	Ice_Log	URL_W	URL_E	Note	Ice_1	Ice_2	Orig Lat	Orig Lon	Orig Course	DirT	Kts	Baro	Dry	Wet	Water	Weather	Clouds	From	Amount	VisM	Ships
1941-07-08	17	64.82	-167.76	314	 	11.6		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0016.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0016.JPG	1720: 290 (287 T) 1740: 0						270	8	30.11	45	44		c	A Cu		7	20	
1941-07-08	18	64.95	-168.04	321	 	9.9		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0016.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0016.JPG	"1808: Anchored off Ukivok Village, King Island. True bearings: right tangent 64 T, Schoolhouse 354 T, left tangent 300 T. "						292.5	8	30.10	44	43		c	A Cu		7	20	
1941-07-08	19	64.96	-168.07	360	 	1.0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0016.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0016.JPG	 						270	8	30.09	45	43		c	A Cu		9	20	
1941-07-08	20	64.96	-168.07		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0016.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0016.JPG	8PM: King Island						270	5	30.09	46	43		c	A Cu		9	20	
1941-07-08	21	64.96	-168.07		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0016.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0016.JPG	 																	
1941-07-08	22	64.96	-168.07		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0016.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0016.JPG	 						270	2	30.10	42	42		c	A Cu		8	20	
1941-07-08	23	64.96	-168.07		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0016.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0016.JPG	 																	
1941-07-08	24	64.96	-168.07		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0016.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0016.JPG	"Midnight: Anchored. True bearings: right tangent of island 64 deg, Schoolhouse 354 deg, left tangent of island 300 deg."						270	2	30.11	42	41		c	A Cu		9	20	
1941-07-09	1	64.96	-168.07		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0018.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0019.JPG	 																	
1941-07-09	2	64.96	-168.07		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0018.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0018.JPG	 																	
1941-07-09	3	64.96	-168.07		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0018.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0018.JPG	 																	
1941-07-09	4	64.96	-168.07		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0018.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0018.JPG	 						270	5	30.11	41	41		o	A Cu		9	20	
1941-07-09	5	64.96	-168.07		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0018.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0018.JPG	 																	
1941-07-09	6	64.96	-168.07		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0018.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0018.JPG	 																	
1941-07-09	7	64.96	-168.07		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0018.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0018.JPG	 																	
1941-07-09	8	64.96	-168.07		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0018.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0018.JPG	 						292.5	5	30.11	43	42		o	S		10	4	
1941-07-09	9	64.96	-168.07		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0018.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0018.JPG	 																	
1941-07-09	10	64.96	-168.07		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0018.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0018.JPG	 																	
1941-07-09	11	64.96	-168.07		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0018.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0018.JPG	 																	
1941-07-09	12	64.96	-168.07		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0018.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0018.JPG	Noon: King Island						270	5	30.13	46	45		fog	fog		10	0.25	
1941-07-09	13	64.96	-168.07		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0018.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0018.JPG	 																	
1941-07-09	14	64.96	-168.07		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0018.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0018.JPG	 																	
1941-07-09	15	64.96	-168.07		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0018.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0018.JPG	 																	
1941-07-09	16	64.96	-168.07		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0018.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0018.JPG	 						270	2	30.13	40	40		or	N		10	7	
1941-07-09	17	64.96	-168.07		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0018.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0018.JPG	 																	
1941-07-09	18	64.96	-168.07		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0018.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0018.JPG	 																	
1941-07-09	19	64.96	-168.07		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0018.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0018.JPG	 																	
1941-07-09	20	64.96	-168.07		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0018.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0018.JPG	 						315	2	30.09	41	41		o	S Cu		10	7	
1941-07-09	21	64.96	-168.07		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0018.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0018.JPG	 																	
1941-07-09	22	64.96	-168.07		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0018.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0018.JPG	 																	
1941-07-09	23	64.96	-168.07		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0018.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0018.JPG	 																	
1941-07-09	24	64.96	-168.07		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0018.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0018.JPG	"Midnight: Anchored. True bearings: left tangent of island 300 deg, Schoolhouse 354 deg, right tangent 64 deg."						270	2	30.12	38	38		fog	fog		10	0.5	
1941-07-10	1	64.96	-168.07		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0020.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0021.JPG	 																	
1941-07-10	2	64.96	-168.07		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0020.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0020.JPG	 																	
1941-07-10	3	64.96	-168.07		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0020.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0020.JPG	 																	
1941-07-10	4	64.96	-168.07		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0020.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0020.JPG	 						270	13	30.07	38	38		of	fog		10	1	
1941-07-10	5	64.96	-168.07		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0020.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0020.JPG	 																	
1941-07-10	6	64.96	-168.07		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0020.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0020.JPG	 																	
1941-07-10	7	64.96	-168.07		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0020.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0020.JPG	 																	
1941-07-10	8	64.96	-168.07		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0020.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0020.JPG	8AM: King Island						315	13	30.03	40	40		o	S Cu		10	7	
1941-07-10	9	64.96	-168.07		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0020.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0020.JPG	"0948: Got Underway. various courses for Teller, Alaska"																	
1941-07-10	10	64.95	-168.04	180	 	1.0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0020.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0020.JPG	1012: 50 deg (48 T) 1017: 42					v	360	8	30.04	39	39		o	S Cu		10	1	
1941-07-10	11	65.00	-167.87	55	 	4.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0020.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0020.JPG	1104: cc 47.					42	360	13	30.03	40	40		o	S Cu		10	7	
1941-07-10	12	65.13	-167.50	47	 	11.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0020.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0020.JPG	 			65 8N	167 30W	47	360	13	29.99	42	41		o	S Cu		10	7	
1941-07-10	13	65.26	-167.20	47	 	11.6		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0020.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0020.JPG	1325: 94					47	360	13	29.96	48	48		o	S Cu		10	20	
1941-07-10	14	65.28	-166.94	75	 	8.0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0020.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0020.JPG	1430: 111					94	360	8	29.95	47	47		o	S Cu		10	20	
1941-07-10	15	65.27	-166.56	103	 	11.0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0020.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0020.JPG	"1530: various courses for anchoring off Teller 1537: Anchored. true bearings: #4 nun buoy 15 deg, prominent unnamed point 94 deg, end of spit 47 deg."					111	360	5	29.95	49	46		o	S Cu		10	20	
1941-07-10	16	65.27	-166.38	888	 	6.0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0020.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0020.JPG	 					v	360	5	29.95	49	48		o	S Cu		10	7	
1941-07-10	17	65.27	-166.38		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0020.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0020.JPG	 													u				
1941-07-10	18	65.27	-166.38		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0020.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0020.JPG	"1831: Got Underway. various courses 1838: Anchored Port Clarence Bay True bearings: right tangent 180 T, left tangent 98 T"																	
1941-07-10	19	65.28	-166.49	888	 	2.9		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0020.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0020.JPG	 						337.5	5	29.90	48	47		o	S Cu		10	20	
1941-07-10	20	65.28	-166.49		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0020.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0020.JPG	8PM: Port Clarence																	
1941-07-10	21	65.28	-166.49		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0020.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0020.JPG	2129: Got Underway. various courses 2130: 247																	
1941-07-10	22	65.30	-166.84	247	 	5.0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0020.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0020.JPG	"2225: various courses 2228: Anchored Port Clarence. Point Spencer bearing 03 T, Peak bearing 107 T."					247	292.5	5	29.91	46	46		c	A Cu		6	20	
1941-07-10	23	65.30	-166.84		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0020.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0020.JPG	 																	
1941-07-10	24	65.30	-166.84		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0020.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0020.JPG	 						292.5	2	29.91	45	44		c	A Cu		4	20	
1941-07-11	1	65.30	-166.84		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0022.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0023.JPG	 																	
1941-07-11	2	65.30	-166.84		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0022.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0022.JPG	 																	
1941-07-11	3	65.30	-166.84		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0022.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0022.JPG	 																	
1941-07-11	4	65.30	-166.84		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0022.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0022.JPG	 						22.5	2	29.87	46	45		bc	Ci S		5	20	
1941-07-11	5	65.30	-166.84		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0022.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0022.JPG	 																	
1941-07-11	6	65.30	-166.84		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0022.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0022.JPG	 																	
1941-07-11	7	65.30	-166.84		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0022.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0022.JPG	 																	
1941-07-11	8	65.30	-166.84		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0022.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/76/6743/23674376/content/dc-metro/rg-026/585454/0002/Atalanta-1941-07/Atalanta-1941-07-0022.JPG	8AM: Port Clarence						22.5	8	29.84	51	50		c	Ci S		7	20	
