YYYYMMDD	Hour	Lat	Long	Course	PL	Distance	Ice_Log	URL_W	URL_E	Note	Ice_1	Ice_2	Orig Lat	Orig Lon	Orig Course	DirT	Kts	Baro	Attd	Dry	Wet	Weather	Clouds	From	Amount	VisM	People	Ships	Other
1944-01-01	1	45.55	-122.70			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0007.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0007.JPG	"0000 to 0900: Portland, Oregon. Ships clocks keeping zone plus seven time."																			
1944-01-01	2	45.55	-122.70			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0007.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0007.JPG	 						0	0	29.54		51	51	R	nS		10	4			
1944-01-01	3	45.55	-122.70			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0007.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0007.JPG	 																			
1944-01-01	4	45.55	-122.70			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0007.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0007.JPG	 						225	2	29.54		52	51	R	nS		10	4			
1944-01-01	5	45.55	-122.70			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0007.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0007.JPG	 																7			
1944-01-01	6	45.55	-122.70			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0007.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0007.JPG	 						225	2	29.55		51	51	R	nS		10	7			
1944-01-01	7	45.55	-122.70			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0007.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0007.JPG	 																			
1944-01-01	8	45.55	-122.70			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0007.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0007.JPG	 						225	5	29.55		51	51	OD	NS	270	10	7			
1944-01-01	9	45.55	-122.70			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0007.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0007.JPG	 																			
1944-01-01	10	45.55	-122.70			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0007.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0007.JPG	 						225	5	29.55		52	51	CD	SC	270	8	20			
1944-01-01	11	45.55	-122.70			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0007.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0007.JPG	 																			
1944-01-01	12	45.55	-122.70			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0007.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0007.JPG	 			4.5N	122W		225	5	29.55		52	51	OR	NS	270	10	7			
1944-01-01	13	45.55	-122.70			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0007.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0007.JPG	 																			
1944-01-01	14	45.55	-122.70			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0007.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0007.JPG	 						0	0	29.57		53	52	OR	NS		10	7			
1944-01-01	15	45.55	-122.70			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0007.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0007.JPG	 																			
1944-01-01	16	45.55	-122.70			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0007.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0007.JPG	 						214	2	29.56		52	50	OD	N		10	7			
1944-01-01	17	45.55	-122.70			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0007.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0007.JPG	 																			
1944-01-01	18	45.55	-122.70			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0007.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0007.JPG	 						214	8	29.56		51	49	C	SC	202.5	9	20			
1944-01-01	19	45.55	-122.70			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0007.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0007.JPG	 																			
1944-01-01	20	45.55	-122.70			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0007.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0007.JPG	 						214	8	29.56		50	49	OR	NS		10	7			
1944-01-01	21	45.55	-122.70			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0007.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0007.JPG	 																			
1944-01-01	22	45.55	-122.70			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0007.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0007.JPG	 						214	8	29.56		50	49	OR	NS		10	7			
1944-01-01	23	45.55	-122.70			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0007.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0007.JPG	 																			
1944-01-01	24	45.55	-122.70			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0007.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0007.JPG	 						214		29.72		49	48	OD	NS		10	7			
1944-01-02	1	45.55	-122.70			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0008.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0008.JPG	 																			
1944-01-02	2	45.55	-122.70			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0008.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0008.JPG	 						0	0	29.93		47	46	O	AS		10	4			
1944-01-02	3	45.55	-122.70			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0008.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0008.JPG	 																			
1944-01-02	4	45.55	-122.70			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0008.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0008.JPG	 						214	2	29.96		47	46	OD	NS		10	4			
1944-01-02	5	45.55	-122.70			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0008.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0008.JPG	 																			
1944-01-02	6	45.55	-122.70			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0008.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0008.JPG	 						0	0	29.98		47	46	OD	NS		10	4			
1944-01-02	7	45.55	-122.70			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0008.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0008.JPG	 																			
1944-01-02	8	45.55	-122.70			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0008.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0008.JPG	 						0	0	29.98		48	47	o	NS		10	7			
1944-01-02	9	45.55	-122.70			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0008.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0008.JPG	 																			
1944-01-02	10	45.55	-122.70			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0008.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0008.JPG	 						0	0	30.04		48	47	c	CS		8	20			
1944-01-02	11	45.55	-122.70			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0008.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0008.JPG	 																			
1944-01-02	12	45.55	-122.70			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0008.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0008.JPG	 			45N	123W		0	0	30.05		49	47	c	SS		6	20			
1944-01-02	13	45.55	-122.70			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0008.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0008.JPG	 																			
1944-01-02	14	45.55	-122.70			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0008.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0008.JPG	 						0	0	30.05		53	51	c	SC		7	20			
1944-01-02	15	45.55	-122.70			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0008.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0008.JPG	 																			
1944-01-02	16	45.55	-122.70			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0008.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0008.JPG	 						0	0	30.05		50	48	c	SC		8	20			
1944-01-02	17	45.55	-122.70			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0008.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0008.JPG	 																			
1944-01-02	18	45.55	-122.70			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0008.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0008.JPG	 						0	0	30.06		49	47	c	CC		6	20			
1944-01-02	19	45.55	-122.70			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0008.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0008.JPG	 																			
1944-01-02	20	45.55	-122.70			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0008.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0008.JPG	 						0	0	30.08		48	47	CF	CC		6	4			
1944-01-02	21	45.55	-122.70			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0008.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0008.JPG	 																			
1944-01-02	22	45.55	-122.70			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0008.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0008.JPG	 						0	0	30.08		46	45	CF	CC		6	7			
1944-01-02	23	45.55	-122.70			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0008.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0008.JPG	 																			
1944-01-02	24	45.55	-122.70			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0008.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0008.JPG	"0000 to 0900: Portland, Oregon. Ship's clocks keeping zone plus seven time."						0	0	30.09		44	43	cF	CC		5	20			
1944-01-03	1	45.55	-122.70			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0009.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0009.JPG	 																			
1944-01-03	2	45.55	-122.70			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0009.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0009.JPG	 						0	0	30.11		44	42	o	CB		10	7			
1944-01-03	3	45.55	-122.70			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0009.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0009.JPG	 																			
1944-01-03	4	45.55	-122.70			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0009.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0009.JPG	 						0	0	30.13		42	41	o	CB		10	7			
1944-01-03	5	45.55	-122.70			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0009.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0009.JPG	 																			
1944-01-03	6	45.55	-122.70			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0009.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0009.JPG	 						0	0	30.13		41	40	oF	CB		10	4			
1944-01-03	7	45.55	-122.70			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0009.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0009.JPG	 																			
1944-01-03	8	45.55	-122.70			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0009.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0009.JPG	 						0	0	30.14		42	41	OF			10	0.5			
1944-01-03	9	45.55	-122.70			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0009.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0009.JPG	 																			
1944-01-03	10	45.55	-122.70			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0009.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0009.JPG	 						0	0	30.16		42	41	o	CB		10	4			
1944-01-03	11	45.55	-122.70			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0009.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0009.JPG	 																			
1944-01-03	12	45.55	-122.70			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0009.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0009.JPG	 			45N	122W		0	0	30.18		42	41	oF	CB		10	1			
1944-01-03	13	45.55	-122.70			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0009.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0009.JPG	 																			
1944-01-03	14	45.55	-122.70			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0009.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0009.JPG	 						0	0	30.18		44	42	oF	NS		10	4			
1944-01-03	15	45.55	-122.70			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0009.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0009.JPG	 																			
1944-01-03	16	45.55	-122.70			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0009.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0009.JPG	 						0	0	30.18		45	43	oF	NS		10	4			
1944-01-03	17	45.55	-122.70			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0009.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0009.JPG	 																			
1944-01-03	18	45.55	-122.70			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0009.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/12/7144/23714412/content/dc-metro/rg-026/587169/0002/Atalanta-1944-01/Atalanta-1944-01-0009.JPG	 						0	0	30.18		45	44	cF	NS		8	4			
