YYYYMMDD	Hour	Lat	Long	Course	PL	Distance	Ice_Log	URL_W	URL_E	Note	Ice_1	Ice_2	Orig Lat	Orig Lon	Orig Course	DirT	Kts	Baro	Dry	Wet	Weather	Clouds	From	Amount	VisM	Ships	Other
1943-01-01	1	50.94	-132.13	312		11.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0005.JPG	Note: These winds were not converted from Magnetic to True.			50.94	-132.13	312	315	5	29.9	44	41	bcz	st		4	7		
1943-01-01	2	51.07	-132.36	312		12		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0005.JPG	"Their courses and bearings are given as True, so I assume the dins are as well."			51.07	-132.36	312	315	5	29.9	43	41	orz	cun		10	2		
1943-01-01	3	51.2	-132.59	312		11.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0005.JPG	"Note: After 22 February, the positional data becomes quite vague, with only noon positions"			51.2	-132.59	312	315	5	29.91	42	40	bcz	st		4	4		
1943-01-01	4	51.34	-132.83	312		11.9		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0005.JPG	"logged, and only whole degrees are given. Generally these seem to be given to the nearest"			51.34	-132.83	312	303.75	5	29.92	42	40	cz	sc		6	7		
1943-01-01	5	51.46	-133.07	309		11.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0005.JPG	"degree, but there seem to be cases when they are truncated. So, 50 59N might be logged"			51.46	-133.07	309	315	5	29.91	42	39	c	sc		8	7		
1943-01-01	6	51.58	-133.31	309		11.2		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0005.JPG	as 50N or 51N.			51.58	-133.31	309	315	2	29.92	42	39	c	sc		9	20		
1943-01-01	7	51.69	-133.54	309		11.2		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0005.JPG	"There are some days when either no courses are given, or courses are just logged as V."			51.69	-133.54	309	315	2	29.92	43	39	c	sc		10	20		
1943-01-01	8	51.81	-133.77	309		11		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0005.JPG	"The data for this voyage have been saved, but only data up to 22 Feb have been calculated."			51.81	-133.77	309	315	2	29.92	42	39	c	sc		8	20		
1943-01-01	9	51.87	-133.93	300		11.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0005.JPG	 			51.87	-133.93	300	315	2	29.92	45	42	bc	sc		8	20		
1943-01-01	10	51.92	-134.06	300		10.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0005.JPG	 			51.92	-134.06	300	315	2	29.92	51	45	bc	sc		7	20		
1943-01-01	11	52.05	-134.05	340		10.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0005.JPG	 			52.05	-134.05	340	315	2	29.93	54	47	bc	sc		6	20		
1943-01-01	12	52.12	-134.17	307		10.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0005.JPG	 			52.12	-134.17	307	292.5	2	29.96	54	48	bc	sc		8	20		
1943-01-01	13	52.21	-134.35	312		11.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0005.JPG	 			52.21	-134.35	312	292.5	2	29.91	46	43	c	sc		7	50		
1943-01-01	14	52.32	-134.53	312		11.8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0005.JPG	 			52.32	-134.53	312	270	5	29.91	45	42	c	sc		6	20		
1943-01-01	15	52.41	-134.71	312		11.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0005.JPG	 			52.41	-134.71	312	270	2	29.9	45	42	c	cs		6	20		
1943-01-01	16	52.51	-134.89	312		11.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0005.JPG	1605: 303 T			52.51	-134.89	312	270	5	29.89	46	42	c	cc		7	20		
1943-01-01	17	52.64	-134.99	330		11.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0005.JPG	 			52.64	-134.99	330	281.25	5	29.9	43	41	c	ac		6	20		
1943-01-01	18	52.64	-135.25	280		11.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0005.JPG	 			52.64	-135.25	280	281.25	5	29.88	42	40	c	ac		6	20		
1943-01-01	19	52.71	-135.46	300		11.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0005.JPG	 			52.71	-135.46	300	270	5	29.88	42	39	c	cn		8	20		
1943-01-01	20	52.77	-135.69	300		11.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0005.JPG	 			52.77	-135.69	300	270	8	29.88	41	40	c	cn		9	20		
1943-01-01	21	52.87	-135.95	298		11.8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0005.JPG	 			52.87	-135.95	298	247.5	8	29.87	41	39	bcz	sc		4	7		
1943-01-01	22	52.96	-136.21	296		11.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0005.JPG	 			52.96	-136.21	296	270	8	29.87	41	39	cz	sc		6	4		
1943-01-01	23	53.06	-136.45	300		11.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0005.JPG	 			53.06	-136.45	300	270	8	29.88	41	39	bcz	sc		4	4		
1943-01-01	24	53.16	-136.7	302		11.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0005.JPG	 			53.16	-136.7	302	270	8	29.89	40	38	bcz	sc		4	4		
1943-01-02	1	53.25	-136.96	296		11.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0006.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0006.JPG	 			53.25	-136.96	296	270	8	29.9	40	38	cz	sc		6	4		
1943-01-02	2	53.34	-137.22	296		11.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0006.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0006.JPG	 			53.34	-137.22	296	270	8	29.92	39	37	bcz	sc		4	4		
1943-01-02	3	53.44	-137.47	300		11.6		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0006.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0006.JPG	 			53.44	-137.47	300	270	8	29.91	39	37	bcz	sc		4	4		
1943-01-02	4	53.53	-137.73	298		11.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0006.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0006.JPG	 			53.53	-137.73	298	270	13	29.92	40	38	cz	sc		6	4		
1943-01-02	5	53.62	-137.98	298		11.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0006.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0006.JPG	 			53.62	-137.98	298	292.5	8	29.93	40	38	c	sc		6	7		
1943-01-02	6	53.72	-138.24	298		11.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0006.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0006.JPG	 			53.72	-138.24	298	292.5	13	29.94	39	38	cq	n		6	7		
1943-01-02	7	53.81	-138.49	300		11.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0006.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0006.JPG	 			53.81	-138.49	300	315	8	29.92	39	36	bc	sc		4	20		
1943-01-02	8	53.92	-138.75	300		11.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0006.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0006.JPG	 			53.92	-138.75	300	292.5	8	29.93	39	37	bc	sc		4	20		
1943-01-02	9	53.91	-139.04	270		11.8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0006.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0006.JPG	 			53.91	-139.04	270	292.5	8	29.93	40	37	o	sc		10	20		
1943-01-02	10	54.09	-139.16	330		12.1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0006.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0006.JPG	 			54.09	-139.16	330	270	8	29.94	40	37	o	sc		10	20		
1943-01-02	11	54.26	-139.28	330		11.9		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0006.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0006.JPG	 			54.26	-139.28	330	270	8	29.95	40	37	o	sc		10	20		
1943-01-02	12	54.25	-139.57	270		11.6		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0006.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0006.JPG	1230: 300 T			54.25	-139.57	270	270	13	29.96	41	38	o	sc		10	20		
1943-01-02	13	54.38	-139.73	315		10.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0006.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0006.JPG	 			54.38	-139.73	315	270	13	29.96	40	36	o	sc		10	20		
1943-01-02	14	54.39	-139.98	270		10.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0006.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0006.JPG	 			54.39	-139.98	270	202.5	8	29.96	40	36	o	sc		10	20		
1943-01-02	15	54.52	-140.12	320		10.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0006.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0006.JPG	 			54.52	-140.12	320	202.5	8	29.93	41	38	c	sc		9	20		
1943-01-02	16	54.53	-140.38	270		10.9		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0006.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0006.JPG	 			54.53	-140.38	270	225	13	29.94	40	36	bc	cicu		4	20		
1943-01-02	17	54.6	-140.6	295		10.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0006.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0006.JPG	 			54.6	-140.6	295	225	13	29.94	39	37	bc	ac		3	20		
1943-01-02	18	54.69	-140.8	300		10.2		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0006.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0006.JPG	 			54.69	-140.8	300	225	13	29.93	38	37	om	n		10	7		
1943-01-02	19	54.75	-141.03	287		10.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0006.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0006.JPG	 			54.75	-141.03	287	225	13	29.93	37	36	cz	cn		6	4		
1943-01-02	20	54.83	-141.25	297		10.6		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0006.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0006.JPG	 			54.83	-141.25	297	225	13	29.93	37	36	c	cn		6	7		
1943-01-02	21	54.94	-141.51	292		10.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0006.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0006.JPG	 			54.94	-141.51	292	225	13	29.92	37	35	o	sc		10	7		
1943-01-02	22	55.06	-141.76	295		10.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0006.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0006.JPG	 			55.06	-141.76	295	225	13	29.91	37	36	cm	n		7	7		
1943-01-02	23	55.18	-142.02	293		10.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0006.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0006.JPG	 			55.18	-142.02	293	225	13	29.92	38	37	o	sc		10	4		
1943-01-02	24	55.3	-142.27	295		10.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0006.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0006.JPG	 			55.3	-142.27	295	225	13	29.89	40	37	o	sc		10	4		
1943-01-02	24	55.41	-142.53	293		10.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0006.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0006.JPG	2400: Extra WR due to time zone change			55.41	-142.53	293	225	13	29.89	40	37	o	sc		10	4		
1943-01-03	1	55.52	-142.83	290		11.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0007.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0007.JPG	 			55.52	-142.83	290	225	13	29.85	38	37	cz	sc		6	1		
1943-01-03	2	55.64	-143.13	290		11.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0007.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0007.JPG	 			55.64	-143.13	290	225	13	29.83	38	37	cz	sc		6	1		
1943-01-03	3	55.75	-143.43	290		11.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0007.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0007.JPG	 			55.75	-143.43	290	225	13	29.8	38	37	czm	sc		8	1		
1943-01-03	4	55.86	-143.73	290		11.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0007.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0007.JPG	 			55.86	-143.73	290	225	13	29.8	39	38	oz	sc		10	2		
1943-01-03	5	55.98	-144.03	292		11.8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0007.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0007.JPG	 			55.98	-144.03	292	202.5	8	29.77	40	39	oz	sc		10	2		
1943-01-03	6	56.11	-144.32	295		11.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0007.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0007.JPG	 			56.11	-144.32	295	202.5	13	29.7	39	38	orz	n		10	4		
1943-01-03	7	56.24	-144.63	295		12.1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0007.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0007.JPG	 			56.24	-144.63	295	202.5	13	29.66	39	38	or	n		10	7		
1943-01-03	8	56.37	-144.93	295		11.9		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0007.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0007.JPG	0800: 295 T			56.37	-144.93	295	202.5	8	29.64	39	39	or	n		10	7		
1943-01-03	9	56.48	-145.24	290		11.9		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0007.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/66/7138/23713866/content/dc-metro/rg-026/587169/0002/Atalanta-1943-01/Atalanta-1943-01-0007.JPG	 			56.48	-145.24	290	157.5	8	29.6	40	40	or	n		10	7		
