YYYYMMDD	Hour	Lat	Long	Course	PL	Distance	Ice_Log	URL_W	URL_E	Note	Ice_1	Ice_2	Orig Lat	Orig Lon	Orig Course	DirM	Kts	Baro	Dry	Wet	Water	SeaT	Weather	Clouds	From	Amount	VisM	People	Ships	Other
1924-01-01	1	10.69	122.59		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_010.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_011.jpg	"01: Moored to dock in Iloilo River, Iloilo, Panay, P.I., opposite British Vice Consulate. 01: Iloilo, P.I."			10.69	122.59		45	2	30.01	75	76			bc	scu	45	5				
1924-01-01	2	10.69	122.59		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_010.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_011.jpg	 			10.69	122.59		45	2	30.01	75	76			bc	scu	360	5				
1924-01-01	3	10.69	122.59		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_010.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_011.jpg	 			10.69	122.59		45	2	30.01	75	76			bc	scu	360	5				
1924-01-01	4	10.69	122.59		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_010.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_011.jpg	 			10.69	122.59		45	2	30.01	75	76			bc	scu	360	5				
1924-01-01	5	10.69	122.59		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_010.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_011.jpg	 			10.69	122.59		23	5	30.01	76	74			c	scu	360	10				
1924-01-01	6	10.69	122.59		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_010.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_011.jpg	 			10.69	122.59		23	5	30.01	75	74			c	scu	360	10				
1924-01-01	7	10.69	122.59		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_010.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_011.jpg	 			10.69	122.59		23	5	30.01	76	75			c	scu	360	8				
1924-01-01	8	10.69	122.59		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_010.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_011.jpg	 			10.69	122.59		23	2	30.01	80	77			c	scu	360	8				
1924-01-01	9	10.69	122.59		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_010.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_011.jpg	 			10.69	122.59		23	2	30.00	81	77			c	scu	360	7				
1924-01-01	10	10.69	122.59		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_010.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_011.jpg	 			10.69	122.59		23	2	30.00	82	76			c	scu	360	7				
1924-01-01	11	10.69	122.59		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_010.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_011.jpg	 			10.69	122.59		23	2	30.00	82	77			c	scu	360	6				
1924-01-01	12	10.69	122.59		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_010.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_011.jpg	 			10.69	122.59		23	2	30.00	82	77			c	scu	360	7				
1924-01-01	13	10.69	122.59		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_010.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_011.jpg	 			10.69	122.59		23	5	30.01	82	78			c	acu	360	8				
1924-01-01	14	10.69	122.59		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_010.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_011.jpg	 			10.69	122.59		23	5	30.01	82	78			c	acu	360	9				
1924-01-01	15	10.69	122.59		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_010.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_011.jpg	 			10.69	122.59		23	5	30.01	81	78			c	acu	360	9				
1924-01-01	16	10.69	122.59		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_010.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_011.jpg	 			10.69	122.59		23	5	30.00	80	78			c	acu	360	9				
1924-01-01	17	10.69	122.59		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_010.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_011.jpg	 			10.69	122.59		360	2	30.00	80	79			c	acu	360	9				
1924-01-01	18	10.69	122.59		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_010.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_011.jpg	 			10.69	122.59		360	5	30.00	78	78			c	acu	360	9				
1924-01-01	19	10.69	122.59		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_010.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_011.jpg	 			10.69	122.59		360	2	30.00	78	78			c	acu	360	10				
1924-01-01	20	10.69	122.59		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_010.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_011.jpg	 			10.69	122.59		360	2	30.00	77	78			c	acun	360	10				
1924-01-01	21	10.69	122.59		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_010.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_011.jpg	 			10.69	122.59		360	2	30.00	77	77			c	acun	360	10				
1924-01-01	22	10.69	122.59		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_010.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_011.jpg	 			10.69	122.59		360	2	30.00	77	77			c	acun	360	6				
1924-01-01	23	10.69	122.59		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_010.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_011.jpg	 			10.69	122.59		360	2	30.00	77	77			c	acun	360	6				
1924-01-01	24	10.69	122.59		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_010.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_011.jpg	 			10.69	122.59		360	2	30.00	77	77			c	acun	360	4				
1924-01-02	1	10.69	122.59		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_012.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_013.jpg	 			10.69	122.59		45	2	30.00	76	75			cr	n	360	8		"0140: Heinemann, C.G. S2c, USN, attempted to leave the ship without authority and was placed under sentry's charge by order of the Commanding Officer."		
1924-01-02	2	10.69	122.59		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_012.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_013.jpg	 			10.69	122.59		45	5	30.00	75	76			cr	n	360	8				
1924-01-02	3	10.69	122.59		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_012.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_013.jpg	 			10.69	122.59		45	5	30.00	75	76			r	n	360	10				
1924-01-02	4	10.69	122.59		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_012.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_013.jpg	 			10.69	122.59		45	5	30.00	74	75			r	n	360	10				
1924-01-02	5	10.69	122.59		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_012.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_013.jpg	 			10.69	122.59		45	2	30.00	75	75			og	cun	360	10		"0530: Captain T. Changco, Philippine Constabulary, reported aboard for passage to Pulupandan, Negros Island."		
1924-01-02	6	10.69	122.59		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_012.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_013.jpg	"0625: Got Underway. Underway standing down Iloilo River. 0640 Cleared entrance of Iloilo River and set course to 33 deg psc, steering up Iloilo Strait."			10.69	122.59		23	8	30.00	75	76			c	acu	360	10				
1924-01-02	7	10.73	122.62	888	 	3.0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_012.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_013.jpg	0740: Passed Siete Pecados Light on port.			10.7333	122.615	v	23	5	30.00	77	76			c	acu	360	8				
1924-01-02	8	10.70	122.75	888	 	7.0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_012.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_013.jpg	0827: Set course 165 true. 0846 cc to 169 true.			10.7001	122.751	v	23	5	30.00	78	77			c	acu	360	10				
1924-01-02	9	10.59	122.79	888	 	7.0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_012.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_013.jpg	0919: Commenced steering various courses into Pulupandan Harbor. 0945 Anchored. 0910: cc to 160 true.			10.5867	122.79	v	23	5	30.00	80	78			c	acu	360	10		"0900: The Captain held Mast and assigned the following punishments:- Heinemann, C.G. S2c, USN - Attempting to leave ship without authority-S.C.M."		
1924-01-02	10	10.52	122.79	888	 	4.0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_012.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_013.jpg	 			10.52	122.79	v	23	8	30.00	79	78			cp	cu	360	8		1020: The Captain left the ship to call on the Governor of Province of Negros Occidente.		
1924-01-02	11	10.52	122.79		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_012.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_013.jpg	 			10.52	122.79		23	5	30.00	79	78			cz	cus	360	9				
1924-01-02	12	10.52	122.79		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_012.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_013.jpg	 			10.52	122.79		23	8	30.00	80	78			cz	cus	360	9				
1924-01-02	13	10.52	122.79		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_012.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_013.jpg	 			10.52	122.79		360	8	30.01	83	79			c	acu	360	7				
1924-01-02	14	10.52	122.79		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_012.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_013.jpg	 			10.52	122.79		23	8	30.00	83	79			c	acu	360	7				
1924-01-02	15	10.52	122.79		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_012.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_013.jpg	 			10.52	122.79		23	8	30.00	82	79			c	acu	360	6				
1924-01-02	16	10.52	122.79		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_012.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_013.jpg	 			10.52	122.79		23	8	30.00	82	80			c	acu	360	6				
1924-01-02	17	10.52	122.79		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_012.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_013.jpg	 			10.52	122.79		23	8	30.00	82	80			c	acu	360	8				
1924-01-02	18	10.52	122.79		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_012.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_013.jpg	 			10.52	122.79		23	8	30.00	80	79			c	acu	360	6				
1924-01-02	19	10.52	122.79		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_012.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_013.jpg	 			10.52	122.79		23	8	30.00	79	79			c	acu	360	7				
1924-01-02	20	10.52	122.79		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_012.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_013.jpg	 			10.52	122.79		23	8	30.00	79	79			c	acu	360	6				
1924-01-02	21	10.52	122.79		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_012.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_013.jpg	 			10.52	122.79		23	8	30.01	79	79			c	acu	360	6				
1924-01-02	22	10.52	122.79		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_012.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_013.jpg	 			10.52	122.79		23	8	30.01	79	79			c	acu	360	6				
1924-01-02	23	10.52	122.79		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_012.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_013.jpg	 			10.52	122.79		23	13	30.01	78	78			c	acu	360	6				
1924-01-02	24	10.52	122.79		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_012.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_013.jpg	00: Anchored in Pulupandan Harbor.			10.52	122.79		23	19	30.01	78	78			c	acu	360	6				
1924-01-03	1	10.52	122.79		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_014.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_017.jpg	 			10.52	122.79		360	13	30.00	79	78			bc	acu	360	4	0			
1924-01-03	2	10.52	122.79		 	a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_014.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_017.jpg	"0205: Got underway, stering [sic] various courses. 0230 Set course 17-30 true. 0242 cc to 15-30 true. 0255 Sighted Siete Pecados Light brg 322 true."			10.52	122.79		360	13	30.00	79	78			bc	acu	360	5	0			
1924-01-03	3	10.62	122.82	15	 	6.0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_014.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_017.jpg	 					14	23	19	30.00	78	78	82		bc	acu	360	9	20			
1924-01-03	4	10.72	122.85	16	 	6.0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_014.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_017.jpg	0424: Sighted Tomonton Point Buoy brg 29 t.					14	23	13	30.01	77	75	80		cr	cun	360	9	20			
1924-01-03	5	10.83	122.88	16	 	6.0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_014.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_017.jpg	"0512: Sighted Calabaza Island Light brg 38 t. 0546 Tomonton Point Buoy was broad on starboard bow. 0552 cc to 57 t, Tomonton Point Buoy brg 52 t."					14	23	13	30.01	79	78	80		or	scu	360	9	20			
1924-01-03	6	10.92	122.91	20	 	5.6		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_014.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_017.jpg	"0601: Tomonton Point Buoy was abeam, distant about 1 mile."					55	23	13	30.00	79	78	80		or	n	360	10	20			
1924-01-03	7	10.99	123.00	55	 	7.0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_014.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/82/101/29010182/content/hub/2016-05/USS_Sacramento_01011924_to_02291924/USS_Sacramento_01011924_to_02291924_017.jpg	0724: Calabosas Island Light was abeam. 0735 Sighted Turia Point Buoy brg 79 t. 0750 Passed Turia Point Buoy abeam distant 1 mile.					55	23	13	30.00	78	78	80		or	n	360	10	20			
