YYYYMMDD	Hour	Lat	Long	Course	PL	Distance	Ice_Log	URL_W	URL_E	Note	Ice_1	Ice_2	Orig Lat	Orig Lon	Orig Course	DirM	DirT	Kts	Baro	Attd	Dry	Wet	Water	Weather	Clouds	Clear	People
1866-09-24	15	42.38	-71.05			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-sacramento-004/581208-sacramento-004-016.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-sacramento-004/581208-sacramento-004-016.JPG	 									30.30	63	56	57	60	c	cir cum	0	
1866-09-24	16	42.38	-71.05			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-sacramento-004/581208-sacramento-004-016.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-sacramento-004/581208-sacramento-004-016.JPG	 									30.30	63	55	57	60	c	cir cum	0	
1866-09-24	17	42.38	-71.05			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-sacramento-004/581208-sacramento-004-016.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-sacramento-004/581208-sacramento-004-016.JPG	 						113	103	2	30.40	61	55	57	60	c	cir cum	0	
1866-09-24	18	42.38	-71.05			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-sacramento-004/581208-sacramento-004-016.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-sacramento-004/581208-sacramento-004-016.JPG	 						113	103	2	30.45	60	52	57	60	c	cir cum	0	
1866-09-24	19	42.38	-71.05			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-sacramento-004/581208-sacramento-004-016.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-sacramento-004/581208-sacramento-004-016.JPG	 						113	103	2	30.46	60	52	57	60	o	cir cum	0	
1866-09-24	20	42.38	-71.05			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-sacramento-004/581208-sacramento-004-016.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-sacramento-004/581208-sacramento-004-016.JPG	 						113	103	2	30.47	60	52	57	60	o	cir cum	0	
1866-09-24	21	42.38	-71.05			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-sacramento-004/581208-sacramento-004-016.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-sacramento-004/581208-sacramento-004-016.JPG	 						45	35	2	30.35	57	56	58	58	o	cir cum	0	
1866-09-24	22	42.38	-71.05			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-sacramento-004/581208-sacramento-004-016.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-sacramento-004/581208-sacramento-004-016.JPG	 						45	35	2	30.35	57	57	58	58	or	cir cum	0	
1866-09-24	23	42.38	-71.05			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-sacramento-004/581208-sacramento-004-016.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-sacramento-004/581208-sacramento-004-016.JPG	 						45	35	2	30.35	57	57	58	58	or	cir cum	0	
1866-09-24	24	42.38	-71.05			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-sacramento-004/581208-sacramento-004-016.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-sacramento-004/581208-sacramento-004-016.JPG	 						45	35	2	30.35	57	57	58	58	or	cir cum	0	
1866-09-25	1	42.38	-71.05			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-sacramento-004/581208-sacramento-004-017.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-sacramento-004/581208-sacramento-004-017.JPG	 						45	35	2	30.30	61	59	58	59	vc	nimb	2	
1866-09-25	2	42.38	-71.05			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-sacramento-004/581208-sacramento-004-017.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-sacramento-004/581208-sacramento-004-017.JPG	 						45	35	2	30.30	61	59	58	59	vc	nimb	2	
1866-09-25	3	42.38	-71.05			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-sacramento-004/581208-sacramento-004-017.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-sacramento-004/581208-sacramento-004-017.JPG	 						45	35	2	30.30	61	59	58	59	vc	nimb	2	
1866-09-25	4	42.38	-71.05			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-sacramento-004/581208-sacramento-004-017.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-sacramento-004/581208-sacramento-004-017.JPG	 						45	35	2	30.30	61	59	58	59	vc	nimb	2	
