YYYYMMDD	Hour	Lat	Long	Course	PL	Distance	Ice_Log	URL_W	URL_E	Note	Ice_1	Ice_2	Orig Lat	Orig Lon	Orig Course	DirM	DirT	Kts	Baro	Attd	Dry	Wet	Water	Weather	Clouds	From	Amount	VisM	People	Ships	Other
1923-03-19	2	14.48	120.92			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_044.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_045.jpg	 						113	114	2	30.22		78	77		bc	cis	113	3				
1923-03-19	3	14.48	120.92			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_044.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_045.jpg	 						113	114	2	30.23		78	77		bc	cis	113	3				
1923-03-19	4	14.48	120.92			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_044.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_045.jpg	 						113	114	2	30.24		78	77		bc	cis	113	2				
1923-03-19	5	14.48	120.92			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_044.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_045.jpg	 						113	114	2	30.25		79	77		bc	cis	113	4				
1923-03-19	6	14.48	120.92			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_044.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_045.jpg	 						0	0	0	30.27		79	78		bc	cicu	113	6				
1923-03-19	7	14.48	120.92			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_044.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_045.jpg	 						0	0	0	30.28		79	79		bc	cicu	113	4				
1923-03-19	8	14.48	120.92			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_044.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_045.jpg	 						0	0	0	30.31		78	79		bc	cicu	135	4				
1923-03-19	9	14.48	120.92			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_044.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_045.jpg	 						135	136	2	30.32		84	82		bc	acu	135	4				
1923-03-19	10	14.48	120.92			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_044.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_045.jpg	 						135	136	2	30.29		86	83		bc	acu	135	4				
1923-03-19	11	14.48	120.92			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_044.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_045.jpg	 						135	136	2	30.29		90	85		bc	acu	315	4				
1923-03-19	12	14.48	120.92			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_044.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_045.jpg	 						338	339	2	30.28		90	87		bc	acu	315	4				
1923-03-19	13	14.48	120.92			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_044.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_045.jpg	 						0	0	0	30.28		93	91		bc	cicu		7				
1923-03-19	14	14.48	120.92			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_044.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_045.jpg	 						68	69	2	30.25		90	89		bcp	acu	45	9				
1923-03-19	15	14.48	120.92			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_044.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_045.jpg	 						68	69	2	30.25		89	87		bc	acu	45	8				
1923-03-19	16	14.48	120.92			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_044.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_045.jpg	 						68	69	2	30.22		86	84		bc	acu	45	7				
1923-03-19	17	14.48	120.92			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_044.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_045.jpg	 						68	69	5	30.22		85	84		bc	acu	45	4				
1923-03-19	18	14.48	120.92			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_044.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_045.jpg	 						68	69	5	30.23		84	84		bc	acu	45	4				
1923-03-19	19	14.48	120.92			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_044.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_045.jpg	 						68	69	8	30.24		82	82		bc	acu	45	4				
1923-03-19	20	14.48	120.92			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_044.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_045.jpg	 						68	69	8	30.24		81	81		bc	acu	45	4			2000: Ships present. Various submarines and tugs	
1923-03-19	21	14.48	120.92			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_044.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_045.jpg	 						68	69	8	30.26		80	79		bc	acu	45	4				
1923-03-19	22	14.48	120.92			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_044.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_045.jpg	 						68	69	5	30.26		80	79		bc	acu	45	4				
1923-03-19	23	14.48	120.92			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_044.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_045.jpg	 						68	69	5	30.28		80	79		bc	acu	45	4				
1923-03-19	24	14.48	120.92			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_044.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_045.jpg	 						68	69	5	30.30		80	79		bc	acu	45	4				
1923-03-20	1	14.48	120.92			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_046.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_047.jpg	 						68	69	2	30.28		79	79		bc	cicu	45	4				
1923-03-20	2	14.48	120.92			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_046.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_047.jpg	 						68	69	2	30.27		78	79		bc	cicu	45	3				
1923-03-20	3	14.48	120.92			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_046.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_047.jpg	 						68	69	2	30.25		77	79		bc	cicu	45	3				
1923-03-20	4	14.48	120.92			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_046.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_047.jpg	 						68	69	2	30.24		77	79		bc	cicu	45	3				
1923-03-20	5	14.48	120.92			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_046.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_047.jpg	 						0	0	0	30.25		76	79		bc	acu		3				
1923-03-20	6	14.48	120.92			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_046.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_047.jpg	 						0	0	0	30.25		76	79		bc	acu		4				
1923-03-20	7	14.48	120.92			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_046.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_047.jpg	 						0	0	0	30.26		79	79		bcz	cis		2				
1923-03-20	8	14.48	120.92			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_046.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_047.jpg	 						0	0	0	30.27		79	79		bcz	cis		2				
1923-03-20	9	14.48	120.92			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_046.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_047.jpg	 						68	69	2	30.27		84	82		bcz	cis		4				
1923-03-20	10	14.48	120.92			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_046.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_047.jpg	 						68	69	2	30.27		87	85		bcz	cis		6				
1923-03-20	11	14.48	120.92			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_046.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_047.jpg	 						68	69	2	30.27		88	85		bc	cicu		4				
1923-03-20	12	14.48	120.92			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_046.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_047.jpg	 						68	69	2	30.27		90	88		bc	cicu		5				
1923-03-20	13	14.48	120.92			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_046.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_047.jpg	 						338	339	2	30.23		92	91		bc	cu		5				
1923-03-20	14	14.48	120.92			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_046.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_047.jpg	 						338	339	2	30.20		96	95		bc	cu		5				
1923-03-20	15	14.48	120.92			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_046.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_047.jpg	 						135	136	5	30.20		93	92		bc	cu		5				
1923-03-20	16	14.48	120.92			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_046.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_047.jpg	 						135	136	8	30.20		87	87		bc	cicu		5				
1923-03-20	17	14.48	120.92			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_046.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_047.jpg	 						90	91	8	30.18		86	86		bc	cicu	90	3				
1923-03-20	18	14.48	120.92			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_046.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_047.jpg	 						90	91	5	30.22		84	84		bc	cicu	90	3				
1923-03-20	19	14.48	120.92			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_046.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_047.jpg	 						90	91	5	30.25		82	82		bc	cicu	90	3				
1923-03-20	20	14.48	120.92			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_046.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_047.jpg	 						90	91	5	30.37		81	81		bc						2000: Ships present:. Submarine flotilla #3 	
1923-03-20	21	14.48	120.92			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_046.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_047.jpg	 						90	91	2	30.30		81	80		b							
1923-03-20	22	14.48	120.92			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_046.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_047.jpg	 						90	91	2	30.30		80	79		b							
1923-03-20	23	14.48	120.92			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_046.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_047.jpg	 						90	91	2	30.30		80	79		b							
1923-03-20	24	14.48	120.92			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_046.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_047.jpg	 						90	91	2	30.28		80	79		b							
1923-03-21	1	14.48	120.92			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_048.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_049.jpg	 						158	159	2	30.27		79	80		b							
1923-03-21	2	14.48	120.92			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_048.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_049.jpg	 						158	159	2	30.25		78	79		b							
1923-03-21	3	14.48	120.92			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_048.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_049.jpg	 						158	159	2	30.25		78	78		b							
1923-03-21	4	14.48	120.92			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_048.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_049.jpg	 						113	114	2	30.25		78	78		bc	cis	135	3			400: Ships present: CAMIA and WHIPPLE	
1923-03-21	5	14.48	120.92			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_048.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_049.jpg	 						113	114	2	30.25		77	78		bc	cis	135	4				
1923-03-21	6	14.48	120.92			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_048.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_049.jpg	 						113	114	2	30.25		77	78		bc	cis	135	5				
1923-03-21	7	14.48	120.92			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_048.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_049.jpg	0722: Got underway. 0744 anchcored. Brgs: Sangley Pt 316; S. Radio Tower 273; Puerto del Mar 224.						113	114	2	30.25		79	79		bc	cis	135	5				
1923-03-21	8	14.49	120.92	888		0.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_048.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_049.jpg	 						113	114	2	30.27		81	81		bc	cis	135	5				
1923-03-21	9	14.49	120.92			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_048.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_049.jpg	 					47	0	0	0	30.29		81	81		bc	cis		6				
1923-03-21	10	14.49	120.92			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_048.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_049.jpg	7					43	0	0	0	30.31		82	81		bc	cis		6				
1923-03-21	11	14.49	120.92			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_048.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_049.jpg	 					355	0	0	0	30.31		84	82		bc	cis		8				
1923-03-21	12	14.49	120.92			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_048.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_049.jpg	 					338	315	316	2	30.33		86	85		c	cis	315	8				
1923-03-21	13	14.49	120.92			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_048.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/0/95/29009500/content/hub/2016-05/USS_Sacramento_03011923_to_04301923/USS_Sacramento_03011923_to_04301923_049.jpg	 					240	315	316	2	30.29		86	85		c	acu	315	8				
