YYYYMMDD	Hour	Lat	Long	Course	PL	Distance	Ice_Log	URL_W	URL_E	Note	Ice_1	Ice_2	Orig Lat	Orig Lon	Orig Course	DirM	DirT	Kts	Baro	Dry	Wet	Water	Weather	Clouds	From	Amount	VisM	Ships
1949-03-21	7	47.56	-122.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0094.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0094.JPG	 			47.559	-122.632														
1949-03-21	8	47.56	-122.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0094.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0094.JPG	 			47.559	-122.632		248	270	2	29.93	42	43		c	sc	225	9	20	
1949-03-21	9	47.56	-122.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0094.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0094.JPG	 			47.559	-122.632														
1949-03-21	10	47.56	-122.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0094.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0094.JPG	 			47.559	-122.632														
1949-03-21	11	47.56	-122.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0094.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0094.JPG	 			47.559	-122.632														
1949-03-21	12	47.56	-122.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0094.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0094.JPG	"1200: Pier 4 Pugeot Sound Naval Shipyard. Bremerton, Wash."			47.559	-122.632		180	203	10	29.92	51	46		cp	cu	5	9	20	
1949-03-21	13	47.56	-122.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0094.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0094.JPG	 			47.559	-122.632														
1949-03-21	14	47.56	-122.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0094.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0094.JPG	 			47.559	-122.632														
1949-03-21	15	47.56	-122.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0094.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0094.JPG	 			47.559	-122.632														
1949-03-21	16	47.56	-122.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0094.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0094.JPG	 			47.559	-122.632		180	203	3	29.89	54	48		c	sc cu	180	7	20	
1949-03-21	17	47.56	-122.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0094.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0094.JPG	 			47.559	-122.632														
1949-03-21	18	47.56	-122.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0094.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0094.JPG	 			47.559	-122.632														
1949-03-21	19	47.56	-122.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0094.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0094.JPG	 			47.559	-122.632														
1949-03-21	20	47.56	-122.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0094.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0094.JPG	 			47.559	-122.632		180	203	1	29.87	54	49		o	ns	180	10	7	
1949-03-21	21	47.56	-122.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0094.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0094.JPG	 			47.559	-122.632														
1949-03-21	22	47.56	-122.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0094.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0094.JPG	 			47.559	-122.632														
1949-03-21	23	47.56	-122.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0094.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0094.JPG	 			47.559	-122.632														
1949-03-21	24	47.56	-122.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0094.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0094.JPG	 			47.559	-122.632		202	226	3	29.87	43	41		of	st	225	10	4	
1949-03-22	1	47.56	-122.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0095.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0095.JPG	 			47.559	-122.632														
1949-03-22	2	47.56	-122.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0095.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0095.JPG	 			47.559	-122.632														
1949-03-22	3	47.56	-122.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0095.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0095.JPG	 			47.559	-122.632														
1949-03-22	4	47.56	-122.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0095.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0095.JPG	 			47.559	-122.632		202	226	3	29.81	38	37		of	st	225	10	1	
1949-03-22	5	47.56	-122.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0095.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0095.JPG	 			47.559	-122.632														
1949-03-22	6	47.56	-122.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0095.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0095.JPG	 			47.559	-122.632														
1949-03-22	7	47.56	-122.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0095.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0095.JPG	 			47.559	-122.632														
1949-03-22	8	47.56	-122.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0095.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0095.JPG	 			47.559	-122.632		202	226	2	29.84	39	38		c	c	225	8	50	
1949-03-22	9	47.56	-122.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0095.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0095.JPG	 			47.559	-122.632														
1949-03-22	10	47.56	-122.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0095.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0095.JPG	 			47.559	-122.632														
1949-03-22	11	47.56	-122.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0095.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0095.JPG	 			47.559	-122.632														
1949-03-22	12	47.56	-122.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0095.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0095.JPG	"1200: Pier 4 Pugeot Sound Naval Shipyard. Bremerton, Wash"			47.559	-122.632		22	46	10	29.82	50	48		bc	cc cs	112.5	4	50	
1949-03-22	13	47.56	-122.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0095.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0095.JPG	 			47.559	-122.632														
1949-03-22	14	47.56	-122.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0095.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0095.JPG	 			47.559	-122.632														
1949-03-22	15	47.56	-122.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0095.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0095.JPG	 			47.559	-122.632														
1949-03-22	16	47.56	-122.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0095.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0095.JPG	 			47.559	-122.632		338	0	10	29.74	63	58		bc	ci cu	22.5	4	50	
1949-03-22	17	47.56	-122.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0095.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0095.JPG	 			47.559	-122.632														
1949-03-22	18	47.56	-122.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0095.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0095.JPG	 			47.559	-122.632														
1949-03-22	19	47.56	-122.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0095.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0095.JPG	 			47.559	-122.632														
1949-03-22	20	47.56	-122.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0095.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0095.JPG	 			47.559	-122.632		0	0	0	29.80	47	44		b				50	
1949-03-22	21	47.56	-122.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0095.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0095.JPG	 			47.559	-122.632														
1949-03-22	22	47.56	-122.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0095.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0095.JPG	 			47.559	-122.632														
1949-03-22	23	47.56	-122.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0095.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0095.JPG	 			47.559	-122.632														
1949-03-22	24	47.56	-122.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0095.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0095.JPG	 			47.559	-122.632		225	248	5	29.85	45	43		b				2	
1949-03-23	1	47.56	-122.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0096.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0096.JPG	 			47.559	-122.632														
1949-03-23	2	47.56	-122.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0096.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0096.JPG	 			47.559	-122.632														
1949-03-23	3	47.56	-122.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0096.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0096.JPG	 			47.559	-122.632														
1949-03-23	4	47.56	-122.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0096.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0096.JPG	 			47.559	-122.632		0	0	0	29.86	43	41		bc	cu	22.5	3	50	
1949-03-23	5	47.56	-122.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0096.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0096.JPG	 			47.559	-122.632														
1949-03-23	6	47.56	-122.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0096.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0096.JPG	 			47.559	-122.632														
1949-03-23	7	47.56	-122.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0096.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0096.JPG	 			47.559	-122.632														
1949-03-23	8	47.56	-122.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0096.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0096.JPG	 			47.559	-122.632		180	203	10	29.86	39	38		bc	ac	315	2	50	
1949-03-23	9	47.56	-122.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0096.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0096.JPG	 			47.559	-122.632														
1949-03-23	10	47.56	-122.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0096.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0096.JPG	 			47.559	-122.632														
1949-03-23	11	47.56	-122.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0096.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0096.JPG	 			47.559	-122.632														
1949-03-23	12	47.56	-122.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0096.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0096.JPG	 			47.559	-122.632		202	226	10	29.87	50	46		c	cu	202.5	9	20	
1949-03-23	13	47.56	-122.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0096.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0096.JPG	 			47.559	-122.632														
1949-03-23	14	47.56	-122.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0096.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0096.JPG	"1435: Heading into Sinclair Inlet 1445: set base course 090 T enroute to US Naval Station Seattle, Wash. 1450 changed course to 050 T"			47.559	-122.632														
1949-03-23	15	47.59	-122.56	50		2.8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0096.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0096.JPG	"1506: Standing into Rich Passage. 1518 with Bainbridge Reef lighted bell buoy close aboard to port set course to 070 T. 1528 with Decatur Reef buoy abeam to port, dist 200 yds, changed course to 055 T."			47.59	-122.56	50	0	0	0	29.84	58	50		bc	cu	202.5	5	50	
1949-03-23	16	47.63	-122.38	v		10.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0096.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0096.JPG	"1606: Moored to starboard side of USCGC Wachusett (WAG-44) at berth A, Pier 91, US Naval Station, Seattle, Wash."			47.629	-122.383	v	0	0	0	29.86	57	50		bc	cu	202.5	4	50	
1949-03-23	17	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0096.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0096.JPG	 			47.629	-122.383		0	0	0	29.89	55	49		bc	cu	202.5	4	50	
1949-03-23	18	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0096.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/10/6526/23652610/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b640/Northwind-WAG-282-b640_0096.JPG	 			47.629	-122.383														
