YYYYMMDD	Hour	Lat	Long	Course	PL	Distance	Ice_Log	URL_W	URL_E	Note	Ice_1	Ice_2	Orig Lat	Orig Lon	Orig Course	DirM	DirT	Kts	Baro	Dry	Wet	Weather	Clouds	From	Amount	VisM	Ships
1950-04-19	21	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0138.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0138.JPG	 																	
1950-04-19	22	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0138.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0138.JPG	 																	
1950-04-19	23	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0138.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0138.JPG	 																	
1950-04-19	24	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0138.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0138.JPG	 						0	0	0	29.95	62	50	O				20	
1950-04-20	1	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0140.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0140.JPG	 																	
1950-04-20	2	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0140.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0140.JPG	 																	
1950-04-20	3	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0140.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0140.JPG	 																	
1950-04-20	4	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0140.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0140.JPG	 						360	23	2	30.04	53	49	bc	As		4	20	
1950-04-20	5	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0140.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0140.JPG	 																	
1950-04-20	6	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0140.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0140.JPG	 																	
1950-04-20	7	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0140.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0140.JPG	 																	
1950-04-20	8	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0140.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0140.JPG	 						180	203	8	30.05	54	47	C	Ac-As		8	20	
1950-04-20	9	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0140.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0140.JPG	 																	
1950-04-20	10	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0140.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0140.JPG	 																	
1950-04-20	11	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0140.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0140.JPG	 																	
1950-04-20	12	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0140.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0140.JPG	"Noon: Seattle, Washington"						180	203	13	30.04	55	51	C	sc	247.5	9	20	
1950-04-20	13	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0140.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0140.JPG	 																	
1950-04-20	14	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0140.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0140.JPG	 																	
1950-04-20	15	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0140.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0140.JPG	 																	
1950-04-20	16	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0140.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0140.JPG	 						191	214	2	30.17	52	50	bc	Ac	225	4	20	
1950-04-20	17	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0140.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0140.JPG	 																	
1950-04-20	18	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0140.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0140.JPG	 																	
1950-04-20	19	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0140.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0140.JPG	 																	
1950-04-20	20	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0140.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0140.JPG	 						191	214	2	30.24	47	42	bC	Ac-As	225	4	20	
1950-04-20	21	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0140.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0140.JPG	 																	
1950-04-20	22	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0140.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0140.JPG	 																	
1950-04-20	23	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0140.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0140.JPG	 																	
1950-04-20	24	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0140.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0140.JPG	 						270	293	2	30.27	46	42	bc	Ac	225	4	20	
1950-04-21	1	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0141.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0141.JPG	 																	
1950-04-21	2	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0141.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0141.JPG	 																	
1950-04-21	3	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0141.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0141.JPG	 																	
1950-04-21	4	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0141.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0141.JPG	 						315	338	2	30.24	38	34	bc	Sc	202.5	5	7	
1950-04-21	5	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0141.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0141.JPG	 																	
1950-04-21	6	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0141.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0141.JPG	 																	
1950-04-21	7	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0141.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0141.JPG	 																	
1950-04-21	8	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0141.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0141.JPG	 						0	0	0	30.24	43	40	bc	sc		4	20	
1950-04-21	9	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0141.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0141.JPG	 																	
1950-04-21	10	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0141.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0141.JPG	 																	
1950-04-21	11	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0141.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0141.JPG	 																	
1950-04-21	12	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0141.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0141.JPG	"Noon: Seattle, Washington"						225	248	2	30.15	53	45	bc	AC-AS	191.25	5	20	
1950-04-21	13	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0141.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0141.JPG	"1329: to berth Fox, Pier 91, Seattle, Washington. 1345: Moored to berth Fox, Pier 91, U.S. Naval Receiving Station, Seattle, Washington."																	
1950-04-21	14	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0141.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0141.JPG	 																	
1950-04-21	15	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0141.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0141.JPG	 																	
1950-04-21	16	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0141.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0141.JPG	 						225	248	2	30.05	53	45	O	AC NS	225	10	20	
1950-04-21	17	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0141.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0141.JPG	 																	
1950-04-21	18	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0141.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0141.JPG	 																	
1950-04-21	19	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0141.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0141.JPG	 																	
1950-04-21	20	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0141.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0141.JPG	 						259	282	2	30.00	48	44	O	SC	270	10	20	
1950-04-21	21	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0141.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0141.JPG	 																	
1950-04-21	22	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0141.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0141.JPG	 																	
1950-04-21	23	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0141.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0141.JPG	 																	
1950-04-21	24	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0141.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0141.JPG	 						225	248	8	29.98	44	42	bc	AC	225	3	20	
1950-04-22	1	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0142.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0142.JPG	 																	
1950-04-22	2	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0142.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0142.JPG	 																	
1950-04-22	3	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0142.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0142.JPG	 																	
1950-04-22	4	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0142.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0142.JPG	 						248	270	8	29.98	44	43	bc	AS	225	4	7	
1950-04-22	5	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0142.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0142.JPG	 																	
1950-04-22	6	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0142.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0142.JPG	 																	
1950-04-22	7	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0142.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0142.JPG	 																	
1950-04-22	8	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0142.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0142.JPG	 						225	248	8	29.99	45	43	o	SC NS	225	10	20	
1950-04-22	9	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0142.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0142.JPG	 																	
1950-04-22	10	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0142.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0142.JPG	 																	
1950-04-22	11	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0142.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0142.JPG	 																	
1950-04-22	12	47.63	-122.38			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0142.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/5/6531/23653105/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b642/Northwind-WAG-282-b642_0142.JPG	"Noon: Seattle, Washington"						191	214	19	30.02	46	45	bc	Cu-Ci	247.5	5	20	
