YYYYMMDD	Hour	Lat	Long	Course	PL	Distance	Ice_Log	URL_W	URL_E	Note	Ice_1	Ice_2	Orig Lat	Orig Lon	Orig Course	DirM	DirT	Kts	Baro	Dry	Wet	Weather	Clouds	From	Amount	VisM	Ships
1950-07-06	15	51.4	179.28			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0024.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0024.JPG	"1539 Unmoored and underway, standing out of Constantine Harbor. "																	
1950-07-06	16	51.42	179.36	v		6.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0024.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0024.JPG	"1608: Ivakin Point brg 110 t dist 1.2 m, set course 324 t. enroute Attu Island."						225	235	13	29.58	50	47	C	AS-Sc	225	8	7	
1950-07-06	17	51.56	179.21	324		11.1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0024.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0024.JPG	 						236	246	8	29.55	48	47	o	As-sc	225	10	7	
1950-07-06	18	51.7	179.05	324		11.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0024.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0024.JPG	 						236	246	8	29.55	46	46	O	As-sc	225	10	4	
1950-07-06	19	51.84	178.89	324		11.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0024.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0024.JPG	 						191	201	13	29.54	46	45	O-F	St	225	10	1	
1950-07-06	20	51.98	178.72	324		11.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0024.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0024.JPG	"2012 Pratt Point brg 229 t., dist. 5.5 m, cc to 290 t."						191	201	13	29.54	46	45	O-Z	st	225	10	7	
1950-07-06	21	52.07	178.48	297		11.2		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0024.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0024.JPG	"2220 Zapad Head brg 180 t., dist 6.8 m, cc to 285 t. "						191	201	8	29.54	44	43	O-Z	ST-AS	225	10	7	
1950-07-06	22	52.12	178.21	285		11.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0024.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0024.JPG	 						202	212	8	29.54	43	43	O-Z	St-AS	225	10	7	
1950-07-06	23	52.16	177.93	285		11.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0024.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0024.JPG	 						191	201	5	29.53	44	43	O-Z	ST-Sc	180	10	4	
1950-07-06	24	52.21	177.65	285		11.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0024.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0024.JPG	"0000 to 0400: Bering Sea enroute Attu Island, Alaska from Amchetka Island, Alaska."						236	246	13	29.52	45	45	O-Z	Cu-Ns	225	10	4	
1950-07-07	1	52.26	177.38	285		11.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0026.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0026.JPG	 						248	258	13	29.54	44	44	O-F	ST	225	10	2	
1950-07-07	2	52.31	177.1	285		11.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0026.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0026.JPG	 						225	230	13	29.55	44	44	O-F	ST	225	10	0.5	
1950-07-07	3	52.36	176.82	285		11.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0026.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0026.JPG	 						259	264	13	29.55	45	44	O	NS ST	225	10	4	
1950-07-07	4	52.41	176.55	285		11.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0026.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0026.JPG	 						259	264	13	29.55	45	44	O	NS ST	225	10	4	
1950-07-07	5	52.45	176.27	285		11.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0026.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0026.JPG	 						259	264	13	29.55	45	44	OF	ST	225	10	0.5	
1950-07-07	6	52.5	175.99	285		11.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0026.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0026.JPG	 						259	264	13	29.56	45	45	OF	ST	225	10	2	
1950-07-07	7	52.55	175.71	285		11.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0026.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0026.JPG	 						248	252	13	29.56	45	45	OZ	ST	225	10	4	
1950-07-07	8	52.6	175.43	285		11.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0026.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0026.JPG	 						248	252	13	29.56	45	45	OZ	ST	225	10	4	
1950-07-07	9	52.67	175.14	285		11.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0026.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0026.JPG	 						270	275	2	29.56	45	45	OZ	St-Sc	225	10	4	
1950-07-07	10	52.74	174.86	285		11.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0026.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0026.JPG	 						225	230	5	29.56	46	46	OZ	Sc-St	225	10	7	
1950-07-07	11	52.81	174.57	285		11.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0026.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0026.JPG	 						270	275	5	29.56	47	46	OZ	Sc-As	225	10	20	
1950-07-07	12	52.88	174.28	285		11.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0026.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0026.JPG	 						281	286	5	29.56	47	46	OZ	Sc	225	10	50	
1950-07-07	13	52.91	174	285		11.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0026.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0026.JPG	"1314 Leaning Rock brg 195 t, dist. 4.2 m, cc to 257 t."						281	286	8	29.56	47	46	O-M	NS-SC	225	10	20	
1950-07-07	14	52.87	173.73	263		11.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0026.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0026.JPG	1447 Massacre Bay whistle buoy #1 close ahead to port cc to 270 t.						292	298	19	29.55	46	45	O-M	NS	225	10	20	
1950-07-07	15	52.82	173.45	260		11.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0026.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0026.JPG	1550 standing into Massacre Bay . 1552 Anchored in Massacre Bay						259	264	13	29.56	48	47	C	NS	225	10	20	
1950-07-07	16	52.82	173.23	v		8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0026.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0026.JPG	"1601 heaving around to starboard anchor. 1609 Underway, standing into US Navy pier 2. 1641 Moored to pier 2, U.S. Navy Dock, Attu Island."						259	264	13	29.56	48	47	O	NS-SC	225	10	20	
1950-07-07	17	52.83	173.19	v		1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0026.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0026.JPG	 						259	264	5	29.55	54	50	O	NS-SC	225	10	20	
1950-07-07	18	52.83	173.19			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0026.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0026.JPG	 																	
1950-07-07	19	52.83	173.19			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0026.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0026.JPG	 																	
1950-07-07	20	52.83	173.19			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0026.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0026.JPG	 						0	0	0	29.55	52	51	O	Nc-Sc		10	4	
1950-07-07	21	52.83	173.19			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0026.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0026.JPG	 																	
1950-07-07	22	52.83	173.19			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0026.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0026.JPG	 																	
1950-07-07	23	52.83	173.19			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0026.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0026.JPG	 																	
1950-07-07	24	52.83	173.19			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0026.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0026.JPG	 						259	264	2	29.57	48	46	O-F	ST	258.75	10	2	
1950-07-08	1	52.83	173.19			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0027.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0027.JPG	 																	
1950-07-08	2	52.83	173.19			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0027.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0027.JPG	 																	
1950-07-08	3	52.83	173.19			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0027.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0027.JPG	 																	
1950-07-08	4	52.83	173.19			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0027.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0027.JPG	 						0	0	0	29.61	46	46	O-R	Ns	202.5	10	7	
1950-07-08	5	52.83	173.19			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0027.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0027.JPG	 																	
1950-07-08	6	52.83	173.19			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0027.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0027.JPG	 																	
1950-07-08	7	52.83	173.19			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0027.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0027.JPG	 																	
1950-07-08	8	52.83	173.19			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0027.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0027.JPG	 						315	320	5	29.64	48	45	o	Cu ST		10	20	
1950-07-08	9	52.83	173.19			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0027.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0027.JPG	 																	
1950-07-08	10	52.83	173.19			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0027.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0027.JPG	 																	
1950-07-08	11	52.83	173.19			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0027.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0027.JPG	 																	
1950-07-08	12	52.83	173.19			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0027.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0027.JPG	Noon: Massecre Bay Attu Island						0	0	0	29.69	52	49	O	Cu-St		10	20	
1950-07-08	13	52.83	173.19			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0027.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0027.JPG	 																	
1950-07-08	14	52.83	173.19			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0027.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0027.JPG	 																	
1950-07-08	15	52.83	173.19			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0027.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0027.JPG	 																	
1950-07-08	16	52.83	173.19			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0027.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0027.JPG	1615: standing out of Massacre Bay						349	354	2	29.76	52	50	O-M	Ns ST	315	10	7	
1950-07-08	17	52.81	173.37	v		8.1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0027.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0027.JPG	"1740: Massacre Bay whistle buoy #1 close aboard to starboard set course 077 t. , enroute Adak, Alaska."						45	50	5	29.77	50	47	C	AS-Sc	348.75	8	20	
1950-07-08	18	52.79	173.63	v		11.1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0027.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0027.JPG	 						338	342	8	29.78	49	48	o	As-Sc	348.75	10	20	
1950-07-08	19	52.84	173.9	77		11.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0027.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0027.JPG	1907 northwest tangent Alaid Island brg 195 t dist 4.2 m cc to 105 t. 						338	342	8	29.78	48	47	o	As-Sc	348.75	10	20	
1950-07-08	20	52.8	174.16	102		11.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0027.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0027.JPG	 						292	298	13	29.79	47	47	O	As-Sc	315	10	7	
1950-07-08	21	52.75	174.45	105		11.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0027.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0027.JPG	 						315	320	13	29.81	46	46	O	St-Sc	315	10	7	
1950-07-08	22	52.7	174.74	105		11.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0027.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0027.JPG	 						326	331	19	29.82	46	45	O-F	St-Sc	315	10	7	
1950-07-08	23	52.65	175.03	105		11.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0027.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0027.JPG	 						326	331	13	29.83	45	45	O-M	St	315	10	7	
1950-07-08	24	52.61	175.31	105		11.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0027.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/6533/23653349/content/dc-metro/rg-026/559642/0002/Northwind-WAG-282-b643/Northwind-WAG-282-b643_0027.JPG	"0000 to 0400: Bering Sea on course 105 t. enroute Adak, Alaska from Attu, Alaska."						326	331	13	29.84	45	45	O-M	St	315	10	4	
