YYYYMMDD	Hour	Lat	Long	Course	PL	Distance	Ice_Log	URL_W	URL_E	Note	Ice_1	Ice_2	Orig Lat	Orig Lon	Orig Course	DirM	DirT	Kts	Baro	Attd	Dry	Wet	Water	Weather	Clouds	Clear	Flora&Fauna	People	Ships	Other
1880-01-01	1	13.92	-90.79			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-038/581208-tuscarora-038-135.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-038/581208-tuscarora-038-135.JPG	: Off San Jose de Guatemala						23	29	5	29.99	77	77	77		b	None	10				
1880-01-01	2	13.92	-90.79			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-038/581208-tuscarora-038-135.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-038/581208-tuscarora-038-135.JPG	 						23	29	5	29.98	77	77	77		b	None	10				
1880-01-01	3	13.92	-90.79			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-038/581208-tuscarora-038-135.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-038/581208-tuscarora-038-135.JPG	 						68	74	2	29.99	78	78	78		b	None	10				
1880-01-01	4	13.92	-90.79			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-038/581208-tuscarora-038-135.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-038/581208-tuscarora-038-135.JPG	 						68	74	2	30.00	78	76	78		b	None	10				
1880-01-01	5	13.92	-90.79			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-038/581208-tuscarora-038-135.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-038/581208-tuscarora-038-135.JPG	 						360	6	2	29.98	75	74	74		bc	Cum	9				
1880-01-01	6	13.92	-90.79			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-038/581208-tuscarora-038-135.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-038/581208-tuscarora-038-135.JPG	 						11	17	2	29.97	74	73	72		bc	Cum	9				
1880-01-01	7	13.92	-90.79			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-038/581208-tuscarora-038-135.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-038/581208-tuscarora-038-135.JPG	 						11	17	2	29.96	74	72	73		bc	Cum	9				
1880-01-01	8	13.92	-90.79			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-038/581208-tuscarora-038-135.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-038/581208-tuscarora-038-135.JPG	 						45	51	2	29.96	78	75	74		bc	Cum	9			0800-1200: American Barque Forest Queen	
1880-01-01	9	13.92	-90.79			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-038/581208-tuscarora-038-135.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-038/581208-tuscarora-038-135.JPG	 						45	51	2	29.98	80	76	74		bc	Cum	9				
1880-01-01	10	13.92	-90.79			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-038/581208-tuscarora-038-135.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-038/581208-tuscarora-038-135.JPG	 						113	119	2	29.99	81	80	74		bc	Cum	9				
