YYYYMMDD	Hour	Lat	Long	Course	PL	Distance	Ice_Log	URL_W	URL_E	Note	Ice_1	Ice_2	Orig Lat	Orig Lon	Orig Course	DirM	DirT	Kts	Baro	Dry	Wet	Water	Weather	Clouds	Clear	Flora&Fauna	People	Ships	Other
1870-01-01	1	9.36	-79.92			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-102.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-102.JPG	: At Anchor - Limon Bay - Aspinwall						11	16	2	30.00	80	79	81	bc	Cum + Str	6				
1870-01-01	2	9.36	-79.92			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-102.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-102.JPG	 						11	16	2	29.99	80	79	81	bc	Cum + Str	6				
1870-01-01	3	9.36	-79.92			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-102.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-102.JPG	 						11	16	2	29.98	80	79	81	bc	Cum + Str	6				
1870-01-01	4	9.36	-79.92			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-102.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-102.JPG	 						11	16	2	29.98	80	79	81	bc	Cum + Str	6				
1870-01-01	5	9.36	-79.92			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-102.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-102.JPG	 						11	16	2	30.00	79	78	81	bc	Cum + Str	6				
1870-01-01	6	9.36	-79.92			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-102.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-102.JPG	 						349	354	2	30.00	79	78	81	bc	Cum + Str	6				
1870-01-01	7	9.36	-79.92			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-102.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-102.JPG	 						349	354	2	30.00	79	78	81	bc	Cum + Str	6				
1870-01-01	8	9.36	-79.92			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-102.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-102.JPG	 						349	354	2	30.00	79	78	81	bc	Cum + Str	6			0800-1200: Hermaph brig Winfield	
1870-01-01	9	9.36	-79.92			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-102.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-102.JPG	 						338	343	2	30.00	79	78	81	bc	Cum	5				
1870-01-01	10	9.36	-79.92			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-102.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-102.JPG	 						326	331	2	30.00	79	78	81	bc	Cum	6				
1870-01-01	11	9.36	-79.92			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-102.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-102.JPG	 						326	331	2	30.00	79	78	81	bc	Cum	6				
1870-01-01	12	9.36	-79.92			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-102.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-102.JPG	 						326	331	3	30.01	79	78	81	bc	Cum	5				
1870-01-01	13	9.36	-79.92			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-102.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-102.JPG	 						326	331	3	29.96	81	80	81	bc	Cum	5				
1870-01-01	14	9.36	-79.92			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-102.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-102.JPG	 						326	331	3	29.96	81	80	81	bc	Cum	5				
1870-01-01	15	9.36	-79.92			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-102.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-102.JPG	 						326	331	3	29.96	81	80	81	bc	Cum	5				
1870-01-01	16	9.36	-79.92			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-102.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-102.JPG	 						326	331	3	29.96	81	80	81	bc	Cum	5				
1870-01-01	17	9.36	-79.92			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-102.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-102.JPG	 						326	331	3	29.94	81	79	81	bc	Cum	5				
1870-01-01	18	9.36	-79.92			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-102.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-102.JPG	 						326	331	5	29.95	81	79	81	bc	Cum	5				
1870-01-01	19	9.36	-79.92			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-102.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-102.JPG	 						326	331	5	29.96	81	79	81	bc	Cum	4				
1870-01-01	20	9.36	-79.92			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-102.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-102.JPG	 						326	331	5	29.98	81	79	81	bc	Cum	6			2000-2400: The French Steamer Louisiana	
1870-01-01	21	9.36	-79.92			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-102.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-102.JPG	 						326	331	2	30.00	80	78	81	bc	Cum	8				
1870-01-01	22	9.36	-79.92			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-102.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-102.JPG	 						326	331	2	30.00	80	78	81	bc	Cum	8				
1870-01-01	23	9.36	-79.92			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-102.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-102.JPG	 						349	354	2	30.00	80	78	81	bc	Cum	8				
1870-01-01	24	9.36	-79.92			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-102.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-102.JPG	 						349	354	2	30.00	80	78	81	bc	Cum	8				
1870-01-02	1	9.36	-79.92			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-103.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-103.JPG	 						338	343	2	30.00	79	78	81	bc	Cum	7				
1870-01-02	2	9.36	-79.92			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-103.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-103.JPG	 						338	343	2	30.00	79	78	81	bc	Cum	5				
1870-01-02	3	9.36	-79.92			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-103.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-103.JPG	 						338	343	2	30.00	79	78	81	bc	Cum	4				
1870-01-02	4	9.36	-79.92			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-103.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-103.JPG	 						338	343	2	29.99	79	78	81	bc	Cum	6				
1870-01-02	5	9.36	-79.92			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-103.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-103.JPG	 						338	343	2	30.00	79	78	81	bc	Cum	6				
1870-01-02	6	9.36	-79.92			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-103.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-103.JPG	 						338	343	2	30.01	80	78	81	bc	Cum	6				
1870-01-02	7	9.36	-79.92			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-103.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-103.JPG	 						338	343	2	30.03	80	78	81	bc	Cum	6				
1870-01-02	8	9.36	-79.92			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-103.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-103.JPG	 						338	343	2	30.04	80	79	81	bc	Cum	6			0800-1200: English Steamer Cuban	
1870-01-02	9	9.36	-79.92			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-103.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-103.JPG	 						349	354	2	30.05	80	79	81	bc	Cum + Nim	5				
1870-01-02	10	9.36	-79.92			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-103.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-103.JPG	 						349	354	2	30.05	81	79	81	bc	Cum + Nim	2				
1870-01-02	11	9.36	-79.92			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-103.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-103.JPG	 						349	354	2	30.05	81	79	81	bc	Cir + Cum	3				
1870-01-02	12	9.36	-79.92			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-103.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-103.JPG	 						349	354	2	30.04	82	80	81	bc	Cir + Cum	3			1200-1600: Mail Steamer Alaska	
1870-01-02	13	9.36	-79.92			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-103.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-103.JPG	 						360	5	2	30.01	83	81	81	bc	Cum	4				
1870-01-02	14	9.36	-79.92			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-103.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-103.JPG	 						360	5	2	30.00	83	81	81	bc	Cum	4				
1870-01-02	15	9.36	-79.92			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-103.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-103.JPG	 						349	354	2	30.00	83	81	81	bc	Cum	6				
1870-01-02	16	9.36	-79.92			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-103.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-103.JPG	 						349	354	2	29.99	83	81	81	bc	Cum	6				
1870-01-02	17	9.36	-79.92			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-103.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-103.JPG	 						338	343	2	30.00	82	81	81	bc	Cum	8				
1870-01-02	18	9.36	-79.92			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-103.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-103.JPG	 						338	343	2	30.00	81	79	81	bc	Cum	5				
1870-01-02	19	9.36	-79.92			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-103.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-103.JPG	 						349	354	2	30.01	81	79	81	bc	Cum	8				
1870-01-02	20	9.36	-79.92			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-103.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-103.JPG	 						349	354	2	30.01	81	79	81	bc	Cum	9				
1870-01-02	21	9.36	-79.92			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-103.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-103.JPG	 						349	354	2	30.02	81	79	81	bc	Cum	9				
1870-01-02	22	9.36	-79.92			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-103.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-103.JPG	 						349	354	2	30.02	81	79	81	bc	Cum	9				
1870-01-02	23	9.36	-79.92			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-103.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-103.JPG	 						349	354	2	30.04	81	79	81	bc	Cum	8				
1870-01-02	24	9.36	-79.92			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-103.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-103.JPG	 						349	354	2	30.04	80	78	81	bc	Cum	7				
1870-01-03	1	9.36	-79.92			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-104.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-104.JPG	 						349	354	2	30.01	80	78	81	bc	Str	9				
1870-01-03	2	9.36	-79.92			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-104.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-104.JPG	 						349	354	2	30.01	80	78	81	bc	Str	9				
1870-01-03	3	9.36	-79.92			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-104.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-104.JPG	 						349	354	2	30.02	80	77	81	bc	Str	9				
1870-01-03	4	9.36	-79.92			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-104.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-104.JPG	 						349	354	2	30.03	79	76	81	bc	Str	9			0400-0800: English Mail Steamer Shannon	
1870-01-03	5	9.36	-79.92			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-104.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-104.JPG	 						349	354	2	30.04	79	77	81	bc	Str	8				
1870-01-03	6	9.36	-79.92			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-104.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-104.JPG	 						349	354	2	30.05	80	78	81	bc	Str	8				
1870-01-03	7	9.36	-79.92			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-104.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-104.JPG	 						349	354	5	30.06	80	78	81	bc	Cum Str	7				
1870-01-03	8	9.36	-79.92			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-104.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-104.JPG	 						349	354	5	30.07	80	79	81	bc	Cum Cir	7				
1870-01-03	9	9.36	-79.92			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-104.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-104.JPG	 						349	354	5	30.08	81	79	81	bc	Cir + Cir Cum	6				
1870-01-03	10	9.36	-79.92			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-104.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-104.JPG	 						349	354	5	30.09	82	80	81	bc	Cir + Cir Cum	5				
1870-01-03	11	9.36	-79.92			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-104.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-104.JPG	 						349	354	5	30.10	82	80	81	bc	Cir + Cir Cum	5				
1870-01-03	12	9.36	-79.92			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-104.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-104.JPG	 						349	354	5	30.11	83	81	81	bc	Cir + Cir Cum	6				
1870-01-03	13	9.36	-79.92			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-104.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-104.JPG	 						349	354	5	30.09	83	81	81	b	Cum	6				
1870-01-03	14	9.36	-79.92			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-104.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-104.JPG	 						349	354	5	30.06	83	81	81	b	Cum	6				
1870-01-03	15	9.36	-79.92			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-104.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-104.JPG	 						360	5	5	30.04	83	81	81	b	Cum	6				
1870-01-03	16	9.36	-79.92			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-104.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-104.JPG	 						360	5	5	30.04	83	81	81	b	Cum	6				
1870-01-03	17	9.36	-79.92			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-104.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-104.JPG	 						349	354	5	30.04	83	81	81	b	Cum	6				
1870-01-03	18	9.36	-79.92			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-104.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-104.JPG	 						349	354	5	30.04	82	80	81	b	Cum	6				
1870-01-03	19	9.36	-79.92			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-104.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-104.JPG	 						349	354	5	30.04	81	79	81	bcp	Cum + Nim	5				
1870-01-03	20	9.36	-79.92			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-104.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-104.JPG	 						360	5	5	30.03	80	79	81	bcp	Cum + Nim	4				
1870-01-03	21	9.36	-79.92			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-104.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-104.JPG	 						349	354	5	30.05	81	79	81	bc	Nim	5				
1870-01-03	22	9.36	-79.92			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-104.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-104.JPG	 						349	354	5	30.05	81	79	81	bc	Cum + Nim	6				
1870-01-03	23	9.36	-79.92			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-104.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-017/581208-tuscarora-017-104.JPG	 						349	354	5	30.05	81	79	81	bc	Cum + Nim	7				
