YYYYMMDD	Hour	Lat	Long	Course	PL	Distance	Ice_Log	URL_W	URL_E	Note	Ice_1	Ice_2	Orig Lat	Orig Lon	Orig Course	DirM	DirT	Kts	Baro	Dry	Water	Weather	Other	
1863-01-01	1	36.14	-5.36			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-008.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-008.JPG	 						45	26	5	30.42	56		bc		
1863-01-01	2	36.14	-5.36			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-008.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-008.JPG	 						45	26	5	30.42	56		bc		
1863-01-01	3	36.14	-5.36			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-008.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-008.JPG	 						45	26	5	30.42	56		bc		
1863-01-01	4	36.14	-5.36			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-008.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-008.JPG	 						45	26	5	30.42	56		bc		
1863-01-01	5	36.14	-5.36			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-008.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-008.JPG	 						45	26	5	30.42	56		bc		
1863-01-01	6	36.14	-5.36			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-008.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-008.JPG	 						0	0	0	30.42	56		bc		
1863-01-01	7	36.14	-5.36			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-008.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-008.JPG	 						0	0	0	30.42	56		bc		
1863-01-01	8	36.14	-5.36			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-008.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-008.JPG	 						0	0	0	30.45	56		bc		
1863-01-01	9	36.14	-5.36			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-008.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-008.JPG	 						0	0	0		56		bc		
1863-01-01	10	36.14	-5.36			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-008.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-008.JPG	 						0	0	0		58		bc		
1863-01-01	11	36.14	-5.36			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-008.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-008.JPG	 						0	0	0		58		bc		
1863-01-01	12	36.14	-5.36			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-008.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-008.JPG	Noon: Gibraltar						0	0	0	30.44	58		bc		
1863-01-01	13	36.14	-5.36			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-008.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-008.JPG	 						180	161	2	30.42	58		bc		
1863-01-01	14	36.14	-5.36			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-008.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-008.JPG	 						180	161	2	30.42	58		bc		
1863-01-01	15	36.14	-5.36			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-008.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-008.JPG	 						180	161	2	30.42	58		bc		
1863-01-01	16	36.14	-5.36			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-008.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-008.JPG	 						180	161	2	30.42	58		bc		
1863-01-01	17	36.14	-5.36			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-008.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-008.JPG	 						180	161	2	30.42	58		bc		
1863-01-01	18	36.14	-5.36			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-008.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-008.JPG	 						180	161	2	30.42	58		bc		
1863-01-01	19	36.14	-5.36			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-008.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-008.JPG	 						180	161	2	30.42	58		bc		
1863-01-01	20	36.14	-5.36			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-008.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-008.JPG	 						180	161	2	30.42	58		bc		
1863-01-01	21	36.14	-5.36			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-008.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-008.JPG	 						180	161	2	30.42	58		bc		
1863-01-01	22	36.14	-5.36			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-008.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-008.JPG	 						180	161	2	30.42	56		bc		
1863-01-01	23	36.14	-5.36			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-008.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-008.JPG	 						180	161	2	30.42	56		bc		
1863-01-01	24	36.14	-5.36			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-008.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-008.JPG	 						180	161	2	30.42	56		bc		
1863-01-02	1	36.14	-5.36			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-008.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-008.JPG	 						315	296	2	30.35	53		bc		
1863-01-02	2	36.14	-5.36			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-008.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-008.JPG	 														
1863-01-02	3	36.14	-5.36			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-008.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-008.JPG	 														
1863-01-02	4	36.14	-5.36			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-008.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-008.JPG	 														
1863-01-02	5	36.14	-5.36			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-008.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-008.JPG	 														
1863-01-02	6	36.14	-5.36			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-008.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-008.JPG	 														
1863-01-02	7	36.14	-5.36			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-008.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-008.JPG	 														
1863-01-02	8	36.14	-5.36			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-008.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-008.JPG	 						0	0	0	30.40	55		bc		
1863-01-02	9	36.14	-5.36			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-008.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-008.JPG	 														
1863-01-02	10	36.14	-5.36			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-008.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-008.JPG	 														
1863-01-02	11	36.14	-5.36			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-008.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-008.JPG	 									30.38					
1863-01-02	12	36.14	-5.36			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-008.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-008.JPG	Noon: Gibraltar														
1863-01-02	13	36.14	-5.36			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-008.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-008.JPG	 						888	888	2	30.34	58		bc		
1863-01-02	14	36.14	-5.36			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-008.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-008.JPG	 									30.34	58		bc		
1863-01-02	15	36.14	-5.36			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-008.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-008.JPG	 						0	0	0	30.34	58		bc		
1863-01-02	16	36.14	-5.36			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-008.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-008.JPG	 									30.34	58		bc		
1863-01-02	17	36.14	-5.36			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-008.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-008.JPG	 									30.34	58		bc		
1863-01-02	18	36.14	-5.36			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-008.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-008.JPG	 						315	296	2	30.34	58		bc		
1863-01-02	19	36.13	-5.37			1.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-008.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-008.JPG	"1950: Got Underway. I changed it to 1850. Either he left at 1850, or possibly 1905, in order to get to his 2100 position at a reasonable speed."						315	296		30.34	57		bc		
1863-01-02	20	36.04	-5.48	888		8.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-008.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-008.JPG	 						315	296		30.34	57		bc		
1863-01-02	21	35.94	-5.58	888		8.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-008.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-008.JPG	2100: Cape Tarifa Lt brg N dist 4 mi.						315	296		30.32	57		bc		
1863-01-02	22	35.92	-5.74	281.25		8.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-008.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-008.JPG	 						315	296		30.32	57		bc		
1863-01-02	23	35.98	-5.90	315		8.2		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-008.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-008.JPG	 						315	296	5	30.32	57		bc		
1863-01-02	24	36.05	-6.04	321		8.4		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-008.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-008.JPG	 						315	296		30.32	57		bc		
1863-01-03	1	36.15	-6.15	338		8.2		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-009.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-009.JPG	 					"nwxn,nxw"	45	26	2	30.29	56				
1863-01-03	2	36.24	-6.29	331.88		8.8		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-009.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-009.JPG	 					nnw1/2w	45	26	2	30.29	56		bc		
1863-01-03	3	36.35	-6.40	337.5		8.5		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-009.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-009.JPG	 					nnw									
1863-01-03	4	36.49	-6.39	888		8.8		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-009.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-009.JPG	 					v	45	26	2	30.29	56		bc		
1863-01-03	5	36.55	-6.35	45		4.5		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-009.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-009.JPG	 					ne									
1863-01-03	6	36.56	-6.39	315		2.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-009.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-009.JPG	0600: From 0600 to 0700 laying off and on. Cadiz lt brg SE dist 4 mi.					"nw,se"	90	71		30.22	56				
1863-01-03	7	36.56	-6.39			0.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-009.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-009.JPG	0700: Stood in to Cadiz.					v									
1863-01-03	8	36.55	-6.29	888		5.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-009.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-009.JPG	"0815: Anchored. Cadiz Bay, Spain."														
1863-01-03	9	36.55	-6.25	888		2.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-009.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-009.JPG	 														
1863-01-03	10	36.55	-6.25			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-009.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-009.JPG	 														
1863-01-03	11	36.55	-6.25			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-009.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-009.JPG	 														
1863-01-03	12	36.55	-6.25			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-009.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-009.JPG	 									30.26	55				
1863-01-03	13	36.55	-6.25			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-009.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-009.JPG	 														
1863-01-03	14	36.55	-6.25			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-009.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-009.JPG	 														
1863-01-03	15	36.55	-6.25			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-009.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-009.JPG	 														
1863-01-03	16	36.55	-6.25			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-009.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-009.JPG	 						0	0	0	30.20	55		bc		
1863-01-03	17	36.55	-6.25			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-009.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-009.JPG	 														
1863-01-03	18	36.55	-6.25			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-009.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-009.JPG	 														
1863-01-03	19	36.55	-6.25			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-009.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-009.JPG	 														
1863-01-03	20	36.55	-6.25			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-009.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-009.JPG	 									30.20	54				
1863-01-03	21	36.55	-6.25			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-009.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-009.JPG	 														
1863-01-03	22	36.55	-6.25			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-009.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-009.JPG	 														
1863-01-03	23	36.55	-6.25			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-009.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-009.JPG	 														
1863-01-03	24	36.55	-6.25			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-009.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-009.JPG	 						270	251	5	30.08	56		bc		
1863-01-04	1	36.55	-6.25			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-009.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-009.JPG	 														
1863-01-04	2	36.55	-6.25			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-009.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-009.JPG	 														
1863-01-04	3	36.55	-6.25			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-009.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-009.JPG	 														
1863-01-04	4	36.55	-6.25			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-009.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-009.JPG	 						225	206	8	30.12	55		bc		
1863-01-04	5	36.55	-6.25			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-009.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-tuscarora-002/581208-tuscarora-002-009.JPG	 														
