YYYYMMDD	Hour	Lat	Long	Course	PL	Distance	Ice_Log	URL_W	URL_E	Note	Orig_Lat	Orig_Lon	Orig_Course
1952-01-14	8	41.57	-71.33					https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0030.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0031.jpg	Narragansett Bay	41.57	-71.33	
1952-01-14	9	41.57	-71.33					https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0031.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0031.jpg	9:58 underway	41.57	-71.33	
1952-01-14	10	41.57	-71.33					https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0031.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0031.jpg		41.57	-71.33	
1952-01-14	11	41.42	-71.23	130		13.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0031.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0031.jpg		41.4193	-71.229	130
1952-01-14	12	41.27	-71.13	131		13.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0031.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0031.jpg		41 16N	 71 08W	131
1952-01-14	13	41.11	-70.94	131		13		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0031.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0031.jpg		41.1124	-70.9401	131
1952-01-14	14	40.95	-70.74	131		13.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0031.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0031.jpg		40.9527	-70.7391	131
1952-01-14	15	40.81	-70.52	125		13.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0031.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0031.jpg		40.8115	-70.5193	125
1952-01-14	16	40.67	-70.3	125		13.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0031.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0031.jpg		40.6703	-70.3	125
1952-01-14	17	40.53	-70.08	124		13.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0031.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0031.jpg		40.5324	-70.0782	124
1952-01-14	18	40.44	-69.82	110		13.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0031.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0031.jpg		40.4433	-69.8242	110
1952-01-14	19	40.45	-69.55	85		13.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0031.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0031.jpg		40.4508	-69.5538	85
1952-01-14	20	40.46	-69.28	85		13.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0031.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0031.jpg		40 27.5N	 69 17W	85
1952-01-14	21	40.48	-69	85		13.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0031.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0031.jpg		40.4764	-69.0027	85
1952-01-14	22	40.56	-68.74	68		13.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0031.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0031.jpg		40.5592	-68.7423	68
1952-01-14	23	40.64	-68.48	68		13.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0031.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0031.jpg		40.642	-68.4817	68
1952-01-14	24	40.72	-68.22	68		13.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0031.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0031.jpg		40.7248	-68.2207	68
1952-01-15	1	40.81	-67.96	68		13.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0032.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0033.jpg		40.8076	-67.9594	68
1952-01-15	2	40.89	-67.7	68		13.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0033.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0033.jpg		40.8904	-67.6977	68
1952-01-15	3	40.97	-67.44	68		13.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0033.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0033.jpg		40.9725	-67.4378	68
1952-01-15	4	41.05	-67.18	68		13.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0033.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0033.jpg		41.0547	-67.1776	68
1952-01-15	5	41.14	-66.92	68		13.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0033.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0033.jpg		41.1369	-66.917	68
1952-01-15	6	41.22	-66.66	68		13.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0033.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0033.jpg		41.219	-66.6561	68
1952-01-15	7	41.3	-66.39	68		13.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0033.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0033.jpg		41.3012	-66.3949	68
1952-01-15	8	41.38	-66.13	68		13.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0033.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0033.jpg		41 23N	 66 08W	68
1952-01-15	9	41.45	-65.88	68		13.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0033.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0033.jpg		41.4519	-65.8822	68
1952-01-15	10	41.52	-65.63	68		13.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0033.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0033.jpg		41.5205	-65.6308	68
1952-01-15	11	41.59	-65.38	68		13.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0033.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0033.jpg		41.5897	-65.3771	68
1952-01-15	12	41.66	-65.12	68		13.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0033.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0033.jpg		41 39.5N	65 07.5W	68
1952-01-15	13	41.75	-64.86	68		13.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0033.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0033.jpg		41.7463	-64.8648	68
1952-01-15	14	41.83	-64.6	68		13.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0033.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0033.jpg		41.8348	-64.6022	68
1952-01-15	15	41.92	-64.34	68		13.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0033.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0033.jpg		41.9233	-64.3392	68
1952-01-15	16	42.01	-64.07	68		13.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0033.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0033.jpg		42.0125	-64.0738	68
1952-01-15	17	42.1	-63.81	68		13.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0033.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0033.jpg		42.1017	-63.808	68
1952-01-15	18	42.19	-63.54	68		13.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0033.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0033.jpg		42.1908	-63.5418	68
1952-01-15	19	42.28	-63.28	68		13.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0033.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0033.jpg		42.2787	-63.2794	68
1952-01-15	20	42.37	-63.02	68		13.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0033.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0033.jpg		42 22N	 63 01W	68
1952-01-15	21	42.44	-62.77	68		13		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0033.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0033.jpg		42.4412	-62.7683	68
1952-01-15	22	42.52	-62.51	68		13.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0033.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0033.jpg		42.5183	-62.5112	68
1952-01-15	23	42.6	-62.25	68		13.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0033.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0033.jpg		42.5953	-62.2539	68
1952-01-16	1	42.75	-61.73	68		13.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0034.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0035.jpg		42.7506	-61.734	68
1952-01-16	2	42.75	-61.73			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0035.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0035.jpg		42.7506	-61.734	68
1952-01-16	3	42.83	-61.47	68		13.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0035.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0035.jpg		42.8283	-61.4735	68
1952-01-16	4	42.91	-61.21	68		13.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0035.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0035.jpg		42.906	-61.2128	68
1952-01-16	5	42.98	-60.95	68		13.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0035.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0035.jpg		42.9837	-60.9517	68
1952-01-16	6	43.06	-60.69	68		13.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0035.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0035.jpg		43.0613	-60.6903	68
1952-01-16	7	43.14	-60.43	68		13.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0035.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0035.jpg		43.139	-60.4285	68
1952-01-16	8	43.22	-60.17	68		13.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0035.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0035.jpg		43 13N	 60 10W	68
1952-01-16	9	43.29	-59.87	68		13.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0035.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0035.jpg		43.2941	-59.867	68
1952-01-16	10	43.38	-59.57	67		13.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0035.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0035.jpg		43.3751	-59.5689	67
1952-01-16	11	43.46	-59.27	67		13.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0035.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0035.jpg		43.4561	-59.2705	67
1952-01-16	12	43.58	-59	56		13.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0035.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0035.jpg		43 34.5N	 59 00W	56
1952-01-16	13	43.7	-58.76	56		13.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0035.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0035.jpg		43.701	-58.7601	56
1952-01-16	14	43.83	-58.52	56		13.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0035.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0035.jpg		43.8271	-58.5197	56
1952-01-16	15	43.95	-58.28	56		13.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0035.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0035.jpg		43.9531	-58.2788	56
1952-01-16	16	44.08	-58.04	56		13.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0035.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0035.jpg		44.0792	-58.0374	56
1952-01-16	17	44.21	-57.8	56		13.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0035.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0035.jpg		44.2052	-57.7955	56
1952-01-16	18	44.33	-57.55	56		13.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0035.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0035.jpg		44.3313	-57.5531	56
1952-01-16	19	44.46	-57.31	56		13.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0035.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/49/953/12095349/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/atka-agb-3-1952-01/atka-agb-3-1952-01-0035.jpg		44.4573	-57.3101	56
